时间,开盘价,最高价,最低价,收盘价,信号类型,量能比率,价格vsEMA%,张力,加速度,波峰波谷,持仓状态,最优动作,黄金信号
2025-08-24 20:00:00,112600.0,113692.97,111632.85,113493.59,BEARISH_SINGULARITY,1.4380470235102416,-0.874404982,0.8821901327914369,-0.114528374,,SHORT,继续持空 (盈亏+2.94%),继续持多
2025-08-25 00:00:00,113493.59,113667.28,112159.0,112916.84,BEARISH_SINGULARITY,0.8068319560739156,-1.248527212,0.8172971586939266,-0.099729402,,SHORT,继续持空 (盈亏+3.44%),继续持多
2025-08-25 04:00:00,112916.84,113059.52,111284.05,111511.55,BEARISH_SINGULARITY,1.3062239963449849,-2.24687112,0.8016967615958734,-0.096340341,,SHORT,继续持空 (盈亏+4.64%),继续持多
2025-08-25 08:00:00,111511.56,111850.13,110929.48,111214.97,BEARISH_SINGULARITY,1.2492562543830392,-2.27353833,0.7620401801966074,-0.093315902,,SHORT,继续持空 (盈亏+4.89%),继续持多
2025-08-25 12:00:00,111214.97,112580.0,110588.0,112200.64,BEARISH_SINGULARITY,1.3624460161588137,-1.275083277,0.6609391580152648,-0.084267998,,SHORT,继续持空 (盈亏+4.05%),继续持多
2025-08-25 16:00:00,112200.65,112937.26,110655.01,110716.13,BEARISH_SINGULARITY,0.906471959,-2.341215677,0.6142846639661592,-0.083364458,,SHORT,继续持空 (盈亏+5.32%),继续持多
2025-08-25 20:00:00,110716.13,111092.54,109274.1,110111.98,BEARISH_SINGULARITY,2.187672884390929,-2.607527253,0.5609428581367973,-0.082151648,,SHORT,继续持空 (盈亏+5.84%),继续持多
2025-08-26 00:00:00,110111.98,110111.98,108666.66,109879.56,BEARISH_SINGULARITY,1.2993817374062877,-2.552022422,0.4846749760223121,-0.077905282,波谷★,LONG,平空/反多 (盈利6.03%),继续持多
2025-08-26 04:00:00,109879.57,110547.31,109765.93,110303.2,BEARISH_SINGULARITY,0.5991984065493355,-1.973134149,0.3730260532710244,-0.068863556,,LONG,继续持多 (盈亏+0.39%),空平仓/反手多
2025-08-26 20:00:00,111116.03,112371.0,110918.26,111763.22,OSCILLATION,0.7255420339035564,-0.140363354,-0.126149885,-0.014206893,,LONG,继续持多 (盈亏+1.71%),继续持多
2025-08-27 00:00:00,111763.22,111825.16,110918.26,111418.15,BULLISH_SINGULARITY,0.6392791728839068,-0.406122953,-0.377406648,0.029888342,,LONG,继续持多 (盈亏+1.40%),继续持多
2025-08-27 04:00:00,111418.15,111737.26,110622.5,110725.18,BULLISH_SINGULARITY,0.5261567965420816,-0.928786978,-0.488870085,0.062807507,,LONG,继续持多 (盈亏+0.77%),继续持多
2025-08-27 08:00:00,110725.19,111374.45,110345.42,111322.07,BULLISH_SINGULARITY,0.4662171027785079,-0.357262298,-0.435686124,0.076525069,,LONG,继续持多 (盈亏+1.31%),多平/反空
2025-08-27 20:00:00,112080.68,112452.05,110921.79,111262.01,OSCILLATION,0.7481286805715702,-0.419023243,0.1882723634003226,0.016726879,,LONG,继续持多 (盈亏+1.26%),多平/反空
2025-08-28 00:00:00,111262.01,112042.04,110862.42,112000.01,BEARISH_SINGULARITY,0.3852799545579685,0.2184466446915304,0.425120726,-0.033073307,,LONG,继续持多 (盈亏+1.93%),继续持空
2025-08-28 04:00:00,112000.0,113360.0,111945.07,113114.11,BEARISH_SINGULARITY,0.817583265,1.0983325850712489,0.5769941844199195,-0.075712694,波峰★,SHORT,平多/反空 (盈利2.94%),继续持空
2025-08-28 08:00:00,113114.11,113351.51,112826.22,112909.18,BEARISH_SINGULARITY,0.4750126080402641,0.8272914234575367,0.6100033265702685,-0.107878538,,SHORT,继续持空 (盈亏+0.18%),多空仓/反手空
2025-08-28 12:00:00,112909.18,113485.9,112391.56,112678.53,BEARISH_SINGULARITY,1.0509701468803228,0.5618162214638037,0.6199666327898934,-0.131311209,,SHORT,继续持空 (盈亏+0.39%),空平/反多
2025-08-28 16:00:00,112678.53,113186.56,111901.35,111901.36,BEARISH_SINGULARITY,0.6411084836338397,-0.119246289,0.5885869345919705,-0.14521652,,SHORT,继续持空 (盈亏+1.07%),多平/反空
2025-08-28 20:00:00,111901.36,112575.98,111872.06,112566.9,BEARISH_SINGULARITY,0.4135199790094058,0.4293871849204796,0.5175099800723081,-0.150363827,,SHORT,继续持空 (盈亏+0.48%),空平/反多
2025-08-29 16:00:00,108386.23,108832.0,107934.24,108212.01,OSCILLATION,0.9544664611055004,-2.575736121,-0.375919005,-0.004285346,波谷★,LONG,平空/反多 (盈利4.33%),黄金/空平反多
2025-08-29 20:00:00,108212.01,108549.99,107463.9,108377.4,BULLISH_SINGULARITY,1.1358943829325332,-2.200793571,-0.519345795,0.042386301,,LONG,继续持多 (盈亏+0.15%),平空/反手多
2025-08-30 00:00:00,108377.4,108436.21,107350.1,108436.2,BULLISH_SINGULARITY,1.2300505987398176,-1.947169635,-0.620997869,0.086513447,,LONG,继续持多 (盈亏+0.21%),继续持多
2025-08-30 04:00:00,108436.21,108697.28,108120.0,108524.26,BULLISH_SINGULARITY,1.1437571543846348,-1.69269138,-0.677178801,0.1196821754601336,,LONG,继续持多 (盈亏+0.29%),继续持多
2025-08-30 08:00:00,108524.26,108777.43,108400.0,108680.01,BULLISH_SINGULARITY,0.5385779558990268,-1.405910065,-0.669621958,0.1402095949328787,,LONG,继续持多 (盈亏+0.43%),继续持多
2025-08-30 12:00:00,108680.01,108926.15,108190.52,108869.98,BULLISH_SINGULARITY,0.5885642363758226,-1.117399902,-0.667535753,0.145401167,,LONG,继续持多 (盈亏+0.61%),继续持多
2025-08-30 16:00:00,108869.98,108900.0,108625.46,108828.33,BULLISH_SINGULARITY,0.2634861872117263,-1.046358472,-0.6745287,0.139263894,,LONG,继续持多 (盈亏+0.57%),继续持多
2025-08-30 20:00:00,108828.32,108838.27,108468.77,108816.33,BULLISH_SINGULARITY,0.3177352509579297,-0.95754146,-0.690023379,0.1234412142753026,,LONG,继续持多 (盈亏+0.56%),继续持多
2025-08-31 00:00:00,108816.33,109480.02,108801.35,109223.84,BULLISH_SINGULARITY,0.7206988869860957,-0.531060768,-0.674153464,0.1044918461340289,波峰★,SHORT,平多/反空 (盈利0.94%),继续持多
2025-08-31 04:00:00,109223.84,109231.41,108523.49,108708.26,BULLISH_SINGULARITY,0.4974993314729847,-0.906162635,-0.664589578,0.084417833,,SHORT,继续持空 (盈亏+0.47%),继续持多
2025-08-31 08:00:00,108708.25,109100.0,108303.21,108389.76,BULLISH_SINGULARITY,0.6668434354753796,-1.083776921,-0.537035293,0.063466738,,SHORT,继续持空 (盈亏+0.76%),继续持多
2025-08-31 12:00:00,108389.77,108858.43,108191.29,108818.69,BULLISH_SINGULARITY,1.0244078469761382,-0.626812972,-0.361532149,0.036585045,,SHORT,继续持空 (盈亏+0.37%),继续持多
2025-08-31 16:00:00,108818.69,109237.51,108555.0,108930.0,OSCILLATION,0.5190840144753737,-0.475386802,-0.223513464,0.010220745,,SHORT,继续持空 (盈亏+0.27%),继续持多
2025-08-31 20:00:00,108930.0,109230.0,108076.93,108246.35,OSCILLATION,0.5647501203015255,-0.996289195,-0.145518828,-0.014036307,波谷★,LONG,平空/反多 (盈利0.89%),继续持多
2025-09-01 12:00:00,108782.89,109520.0,108566.0,108784.33,OSCILLATION,0.9466299085628728,-0.312098242,-0.334250039,-0.013298438,,LONG,继续持多 (盈亏+0.50%),继续持多
2025-09-01 16:00:00,108784.33,109329.65,108391.3,109217.64,OSCILLATION,0.6667709059605984,0.076879398,-0.405472376,0.002114269,,LONG,继续持多 (盈亏+0.90%),继续持多
2025-09-01 20:00:00,109217.65,109442.95,107459.49,109237.42,OSCILLATION,1.4388743514287827,0.085948177,-0.473714232,0.018542745,,LONG,继续持多 (盈亏+0.92%),继续持多
2025-09-02 00:00:00,109237.43,110623.97,108883.8,110322.18,BULLISH_SINGULARITY,1.4923277651309663,0.9759865503915492,-0.504395381,0.030635924,,LONG,继续持多 (盈亏+1.92%),多平/反空
2025-09-02 04:00:00,110322.19,110610.5,110000.0,110233.92,BULLISH_SINGULARITY,0.9440195664875176,0.8092562497844566,-0.52071396,0.042667572,,LONG,继续持多 (盈亏+1.84%),多平/反空
2025-09-02 08:00:00,110233.91,110711.1,109563.87,109733.34,BULLISH_SINGULARITY,1.2131705730985065,0.3178941570357698,-0.464000571,0.044121167,,LONG,继续持多 (盈亏+1.37%),继续持空
2025-09-02 20:00:00,110806.01,111538.17,110716.77,111240.01,OSCILLATION,0.692369452,1.3141115415745417,-0.038003586,0.01411472,,LONG,继续持多 (盈亏+2.77%),继续持空
2025-09-03 00:00:00,111240.01,111782.21,110892.14,111054.01,OSCILLATION,0.9613212279414344,1.0345605332022083,0.1075443643192074,-0.000660111,,LONG,继续持多 (盈亏+2.59%),继续持空
2025-09-03 04:00:00,111054.0,111151.99,110528.71,111099.88,OSCILLATION,0.6434622572335598,0.9727909200673256,0.244915276,-0.016785434,,LONG,继续持多 (盈亏+2.64%),继续持空
2025-09-03 12:00:00,111437.77,112500.0,111031.61,112222.74,BEARISH_SINGULARITY,1.420357788248189,1.6881099113734306,0.4126614456767331,-0.034197824,波峰★,SHORT,平多/反空 (盈利3.67%),继续持空
2025-09-03 16:00:00,112222.73,112575.27,111686.24,112193.74,BEARISH_SINGULARITY,0.7774210970317674,1.5011865554574395,0.4229221088423481,-0.032713744,,SHORT,继续持空 (盈亏+0.03%),继续持空
2025-09-03 20:00:00,112193.74,112250.0,111613.98,111705.71,BEARISH_SINGULARITY,0.3881492455163882,0.9577805898184903,0.4916138912599515,-0.028086657,,SHORT,继续持空 (盈亏+0.46%),继续持空
2025-09-04 00:00:00,111705.72,112180.0,111136.0,111148.97,BEARISH_SINGULARITY,0.6046358005979585,0.4111341300250389,0.6135450319471839,-0.031218798,,SHORT,继续持空 (盈亏+0.96%),空平/反多
2025-09-04 04:00:00,111148.97,111318.84,110279.68,110463.36,BEARISH_SINGULARITY,0.9153657794991216,-0.188445652,0.7725714818745884,-0.040579118,,SHORT,继续持空 (盈亏+1.57%),继续持多
2025-09-04 08:00:00,110463.36,111154.93,110415.72,110810.0,BEARISH_SINGULARITY,0.5195106195374984,0.1128722876514683,0.9156161548144712,-0.057164286,,SHORT,继续持空 (盈亏+1.26%),继续持多
2025-09-04 12:00:00,110810.0,111123.99,109329.12,109510.31,BEARISH_SINGULARITY,1.2658511858862884,-0.96124172,0.9709678580906872,-0.068477121,波谷★,LONG,平空/反多 (盈利2.42%),继续持多
2025-09-04 16:00:00,109510.32,110218.39,109363.26,109799.99,BEARISH_SINGULARITY,0.8978365284025687,-0.633086677,1.0023477315365754,-0.07910106,,LONG,继续持多 (盈亏+0.26%),多平/反空
2025-09-04 20:00:00,109800.0,111765.31,109755.59,110730.87,BEARISH_SINGULARITY,0.8463131209436908,0.1893670105250857,0.9577506340761792,-0.075789291,,LONG,继续持多 (盈亏+1.11%),空平/反多
2025-09-05 00:00:00,110730.87,111482.09,110435.75,111311.77,BEARISH_SINGULARITY,0.7062758632570026,0.646433585,0.8178938861902962,-0.062401897,,LONG,继续持多 (盈亏+1.65%),多平/反空
2025-09-05 04:00:00,111311.78,112999.0,111144.51,112954.32,BEARISH_SINGULARITY,1.461637902800368,1.924685590872036,0.6150884416309799,-0.043785791,波峰★,SHORT,平多/反空 (盈利3.14%),继续持空
2025-09-05 08:00:00,112954.32,112985.0,112131.02,112354.0,OSCILLATION,0.8430118824648704,1.2496261815658796,0.4045588393517467,-0.015138164,,SHORT,继续持空 (盈亏+0.53%),继续持空
2025-09-05 12:00:00,112354.0,113384.62,110286.91,110716.82,OSCILLATION,3.613217884009143,-0.204289472,0.3206184238860197,0.002559868,,SHORT,继续持空 (盈亏+1.98%),继续持空
2025-09-05 16:00:00,110716.82,111627.51,110206.96,111614.54,OSCILLATION,0.8028808952378277,0.5469567570060887,0.387234569,0.002997831,,SHORT,继续持空 (盈亏+1.19%),继续持空
2025-09-05 20:00:00,111614.54,111700.0,110375.6,110659.99,OSCILLATION,1.0098942366255668,-0.283221547,0.44791101,-0.002499275,,SHORT,继续持空 (盈亏+2.03%),继续持空
2025-09-06 04:00:00,111082.23,111082.23,110687.69,110825.6,BEARISH_SINGULARITY,0.2924329479686491,-0.129613788,0.6753725573005069,-0.037341714,,SHORT,继续持空 (盈亏+1.88%),空平/反多
2025-09-06 08:00:00,110825.59,110968.0,110675.58,110781.02,BEARISH_SINGULARITY,0.2739010339112355,-0.153641666,0.7691169237974358,-0.057096075,,SHORT,继续持空 (盈亏+1.92%),继续持多
2025-09-06 12:00:00,110781.03,110999.83,110358.11,110384.15,BEARISH_SINGULARITY,0.3959197004013461,-0.462865039,0.7987782100722204,-0.076453902,,SHORT,继续持空 (盈亏+2.28%),继续持多
2025-09-06 16:00:00,110384.16,110402.0,109977.0,110038.41,BEARISH_SINGULARITY,0.6235897639813041,-0.70137363,0.7653844551175243,-0.09046517,波谷★,LONG,平空/反多 (盈利2.58%),继续持多
2025-09-06 20:00:00,110038.42,110282.82,110034.44,110187.97,BEARISH_SINGULARITY,0.293819385,-0.512743448,0.6608895870753241,-0.095325326,,LONG,继续持多 (盈亏+0.14%),继续持多
2025-09-07 00:00:00,110187.98,110733.12,110180.0,110629.15,BEARISH_SINGULARITY,0.4663016649251086,-0.103523169,0.4664956719057319,-0.088454518,,LONG,继续持多 (盈亏+0.54%),继续持多
2025-09-07 12:00:00,111292.12,111412.0,111042.6,111329.99,OSCILLATION,0.4307621167242868,0.4351625538272183,-0.288604153,-0.012424641,,LONG,继续持多 (盈亏+1.17%),继续持多
2025-09-07 16:00:00,111329.99,111371.35,110861.2,111259.99,OSCILLATION,0.4876118254795937,0.3364638017806783,-0.466289822,0.013381366,,LONG,继续持多 (盈亏+1.11%),继续持多
2025-09-07 20:00:00,111259.99,111600.0,111001.45,111137.34,BULLISH_SINGULARITY,0.4768444713210623,0.2043015985945931,-0.570164875,0.031621944,,LONG,继续持多 (盈亏+1.00%),继续持多
2025-09-08 00:00:00,111137.35,111372.0,110621.78,111052.11,BULLISH_SINGULARITY,0.9462725283319072,0.1153033597798491,-0.594495652,0.041910813,,LONG,继续持多 (盈亏+0.92%),继续持多
2025-09-08 04:00:00,111052.11,111609.04,110899.69,111280.39,BULLISH_SINGULARITY,0.7535990928123307,0.2904316180976915,-0.516491429,0.045350841,,LONG,继续持多 (盈亏+1.13%),继续持多
2025-09-08 08:00:00,111280.4,112186.98,111252.9,112052.43,BULLISH_SINGULARITY,1.4982310762518352,0.891462029,-0.499950993,0.038563244,,LONG,继续持多 (盈亏+1.83%),继续持多
2025-09-08 12:00:00,112052.43,112924.37,111877.64,112631.75,BULLISH_SINGULARITY,1.681659998679231,1.2767817086824036,-0.52264909,0.035380593,,LONG,继续持多 (盈亏+2.36%),继续持多
2025-09-08 16:00:00,112631.74,112670.06,111978.67,112097.31,BULLISH_SINGULARITY,0.9442892785149064,0.7198448100239001,-0.579691599,0.036211675,,LONG,继续持多 (盈亏+1.87%),继续持多
2025-09-08 20:00:00,112097.31,112512.71,111896.0,112065.23,BULLISH_SINGULARITY,0.8366734,0.6247981172101297,-0.583688939,0.039569011,,LONG,继续持多 (盈亏+1.84%),继续持多
2025-09-09 00:00:00,112065.23,112104.41,111111.0,111708.0,BULLISH_SINGULARITY,1.5571521161483448,0.2750012380802761,-0.588157018,0.044257435,,LONG,继续持多 (盈亏+1.52%),继续持多
2025-09-09 04:00:00,111708.01,113293.29,111624.12,112991.11,BULLISH_SINGULARITY,2.1323127087582527,1.2891521649922688,-0.564660308,0.050152504,,LONG,继续持多 (盈亏+2.68%),继续持多
2025-09-09 08:00:00,112991.11,113176.51,112403.91,112433.59,BULLISH_SINGULARITY,1.3061449409410406,0.7136570989633144,-0.551101864,0.061189191,,LONG,继续持多 (盈亏+2.18%),继续持多
2025-09-09 12:00:00,112433.59,112950.0,110766.66,110880.76,BULLISH_SINGULARITY,2.888088006725402,-0.61319793,-0.492662818,0.066092968,,LONG,继续持多 (盈亏+0.77%),继续持多
2025-09-09 16:00:00,110880.76,111388.04,110788.0,111301.53,BULLISH_SINGULARITY,1.2558857555327798,-0.213612699,-0.382301168,0.062842435,,LONG,继续持多 (盈亏+1.15%),继续持多
2025-09-11 04:00:00,114400.01,114459.65,113957.2,114083.58,OSCILLATION,0.8137197408781234,1.3123113003164404,-0.062333138,0.014891443,,LONG,继续持多 (盈亏+3.68%),继续持多
2025-09-11 08:00:00,114083.58,114200.0,113776.0,113999.99,OSCILLATION,0.6323459420062114,1.11884738,0.00857843,-0.012760096,,LONG,继续持多 (盈亏+3.60%),多平/反空
2025-09-12 20:00:00,116632.51,116632.51,115752.68,116029.42,OSCILLATION,0.8438159030817044,1.5105457756564442,-0.452534358,-0.005292771,波峰★,SHORT,平多/反空 (盈利5.44%),继续持空
2025-09-13 00:00:00,116029.41,116298.78,115576.26,115957.0,BULLISH_SINGULARITY,0.89242691,1.3075581814193478,-0.571423693,0.024772714,,SHORT,继续持空 (盈亏+0.06%),黄金/多平反空
2025-09-13 04:00:00,115957.0,115957.01,115657.81,115778.71,BULLISH_SINGULARITY,0.4262905693784213,1.040956077661537,-0.642571742,0.050435215,,SHORT,继续持空 (盈亏+0.22%),继续持空
2025-09-13 08:00:00,115778.72,116166.71,115767.33,115974.11,BULLISH_SINGULARITY,0.4975662848722725,1.0948405696898211,-0.673801528,0.070882154,,SHORT,继续持空 (盈亏+0.05%),继续持空
2025-09-13 12:00:00,115974.11,116060.0,115603.98,115768.68,BULLISH_SINGULARITY,0.568754823,0.8278289780013954,-0.662722397,0.087941842,,SHORT,继续持空 (盈亏+0.22%),继续持空
2025-09-13 16:00:00,115768.68,115817.37,115127.27,115797.12,BULLISH_SINGULARITY,0.6722445669006868,0.7707728434888934,-0.548883544,0.098247627,,SHORT,继续持空 (盈亏+0.20%),继续持空
2025-09-13 20:00:00,115797.12,115991.29,115797.11,115918.29,BULLISH_SINGULARITY,0.3671873554312763,0.7921088211607067,-0.396073201,0.099761065,,SHORT,继续持空 (盈亏+0.10%),继续持空
2025-09-17 08:00:00,117162.48,117189.86,116253.27,116258.13,OSCILLATION,0.925528475,0.3241969582681166,-0.13201881,0.004944907,,SHORT,继续持空 (盈亏-0.20%),继续持空
2025-09-18 16:00:00,117583.56,117900.0,117196.33,117450.21,LOW_OSCILLATION,0.8361055147219159,0.8294793318271914,-0.744095242,0.00229098,,SHORT,继续持空 (盈亏-1.22%),继续持空
2025-09-18 20:00:00,117450.21,117657.17,116612.03,117073.53,BULLISH_SINGULARITY,0.6529802063964203,0.4576834170294723,-0.92558794,0.030791024,,SHORT,继续持空 (盈亏-0.90%),继续持空
2025-09-19 00:00:00,117073.53,117459.99,116871.61,116977.58,BULLISH_SINGULARITY,0.6380706630574847,0.3394821755861466,-1.029625249,0.058001318,,SHORT,继续持空 (盈亏-0.82%),继续持空
2025-09-19 04:00:00,116977.58,117100.0,116633.86,116909.97,BULLISH_SINGULARITY,0.7289035824244772,0.254611871,-1.032276495,0.083507985,,SHORT,继续持空 (盈亏-0.76%),空平/反多
2025-09-19 08:00:00,116909.98,117090.36,116300.0,116394.72,BULLISH_SINGULARITY,0.5842007910564682,-0.169432413,-1.013481732,0.098583683,,SHORT,继续持空 (盈亏-0.31%),继续持多
2025-09-19 12:00:00,116394.72,116529.08,115464.19,115884.03,BULLISH_SINGULARITY,1.2265204390978877,-0.549912164,-0.910434495,0.1041085864983177,,SHORT,继续持空 (盈亏+0.13%),继续持多
2025-09-19 16:00:00,115884.03,116136.0,115112.58,115125.12,BULLISH_SINGULARITY,0.6513305603654788,-1.088043213,-0.772570866,0.098967297,,SHORT,继续持空 (盈亏+0.78%),继续持多
2025-09-19 20:00:00,115125.13,115657.28,115100.0,115632.38,BULLISH_SINGULARITY,0.3905267074593596,-0.590471536,-0.580003196,0.084864449,,SHORT,继续持空 (盈亏+0.34%),继续持多
2025-09-20 00:00:00,115632.39,115730.41,115408.47,115445.0,BULLISH_SINGULARITY,0.3643659414484349,-0.680472386,-0.474755233,0.074635705,,SHORT,继续持空 (盈亏+0.50%),继续持多
2025-09-20 04:00:00,115445.0,115985.2,115409.08,115968.56,BULLISH_SINGULARITY,0.3906684285135758,-0.208180447,-0.420528467,0.06198185,,SHORT,继续持空 (盈亏+0.05%),继续持多
2025-09-20 08:00:00,115968.56,115968.57,115664.11,115894.06,BULLISH_SINGULARITY,0.4172236173545329,-0.246419945,-0.521042231,0.055762708,,SHORT,继续持空 (盈亏+0.12%),继续持多
2025-09-20 12:00:00,115894.05,116121.81,115804.47,115986.69,BULLISH_SINGULARITY,0.4602568676654739,-0.150839121,-0.677411422,0.055896325,,SHORT,继续持空 (盈亏+0.04%),继续持多
2025-09-20 16:00:00,115986.7,116079.46,115698.08,115702.0,BULLISH_SINGULARITY,0.50446407,-0.358347968,-0.861647236,0.065550861,,SHORT,继续持空 (盈亏+0.28%),继续持多
2025-09-20 20:00:00,115702.0,115944.7,115603.42,115685.63,BULLISH_SINGULARITY,0.4009507412673723,-0.337094237,-1.007143874,0.078641142,,SHORT,继续持空 (盈亏+0.30%),继续持多
2025-09-21 00:00:00,115685.63,115732.94,115441.83,115669.41,BULLISH_SINGULARITY,0.6424170944329632,-0.317738944,-1.108519833,0.09530128,,SHORT,继续持空 (盈亏+0.31%),继续持多
2025-09-21 04:00:00,115669.42,115815.98,115487.56,115815.97,BULLISH_SINGULARITY,0.5966227853286702,-0.173235231,-1.168729043,0.1076480962902882,,SHORT,继续持空 (盈亏+0.18%),继续持多
2025-09-21 08:00:00,115815.98,115819.06,115329.03,115603.45,BULLISH_SINGULARITY,0.6357014781627034,-0.322580535,-1.134883401,0.1219642257576847,,SHORT,继续持空 (盈亏+0.37%),继续持多
