时间,收盘价,张力,加速度,T×A,信号类型,置信度,通过V705过滤器,是否开单(V705),最佳开单点
2024-01-09 08:00:00,46615.99,-0.11830157807916651,-0.01744926241086342,0.002064275279522624,OSCILLATION,0.8,False,否,否
2024-01-10 08:00:00,45515.89,0.3542189123926833,-0.0366571521956337,-0.012984656582150434,BEARISH_SINGULARITY,0.7,True,是,否
2024-01-10 16:00:00,46489.18,0.19743150594173217,-0.013469524477534106,-0.0026593085019185818,OSCILLATION,0.8,False,否,否
2024-01-10 20:00:00,46653.99,0.07275852689685729,0.0013426788574120163,9.76913357608538e-05,OSCILLATION,0.8,False,否,否
2024-01-11 00:00:00,46502.16,-0.030968877912661386,0.013913115035123345,-0.0004308735609075484,OSCILLATION,0.8,False,否,否
2024-01-12 08:00:00,45954.35,-0.10763421558310309,0.01748590620929953,-0.0018820817985976666,OSCILLATION,0.8,False,否,否
2024-01-12 12:00:00,44462.01,-0.01707340492143571,0.008220241630795586,-0.00014034751391461605,OSCILLATION,0.8,False,否,否
2024-01-12 16:00:00,43472.55,0.07075879393156267,-0.0005935933424896095,-4.200194900036978e-05,OSCILLATION,0.8,False,否,否
2024-01-12 20:00:00,42782.73,0.12170918773108956,-0.006611245096368082,-0.0008046492705701081,OSCILLATION,0.8,False,否,否
2024-01-13 00:00:00,42609.94,0.10250815613601139,-0.007659260651144362,-0.0007851366867139144,OSCILLATION,0.8,False,否,否
2024-01-13 04:00:00,43102.97,-0.0055339609898804425,-0.0027042853281945833,1.4965409511734854e-05,OSCILLATION,0.8,False,否,否
2024-01-13 08:00:00,42624.0,-0.13592510142413836,0.004493628699720031,-0.0006107969367718642,OSCILLATION,0.8,False,否,否
2024-01-13 12:00:00,43154.48,-0.3202666569264275,0.015250179411841536,-0.004884123977758721,OSCILLATION,0.8,False,否,否
2024-01-13 16:00:00,42786.25,-0.49545246652881514,0.02591441894087665,-0.012839362782918381,BULLISH_SINGULARITY,0.6,True,是,否
2024-01-13 20:00:00,42847.99,-0.6723269090458096,0.036703959065734315,-0.024677059348409074,BULLISH_SINGULARITY,0.6,True,是,否
2024-01-14 00:00:00,42681.82,-0.8299926180674582,0.04628513390008415,-0.03841631946333371,BULLISH_SINGULARITY,0.6,True,是,否
2024-01-14 04:00:00,43011.44,-0.9845968583885065,0.05525066515090554,-0.054399631331456935,BULLISH_SINGULARITY,0.6,True,是,否
2024-01-14 08:00:00,42829.99,-1.1050224763788243,0.06192213404039004,-0.0684253498999733,BULLISH_SINGULARITY,0.6,True,是,否
2024-01-14 12:00:00,42904.38,-1.2025087392957814,0.06678999843691558,-0.08031555681794256,BULLISH_SINGULARITY,0.6,True,是,否
2024-01-14 16:00:00,42660.0,-1.2627595167424495,0.06917368531612955,-0.08734972944109003,BULLISH_SINGULARITY,0.6,True,是,否
2024-01-14 20:00:00,41732.35,-1.2644448078304753,0.06818132792173359,-0.08621152608162305,BULLISH_SINGULARITY,0.6,False,否,否
2024-01-15 00:00:00,42565.99,-1.2895409613227313,0.06774190891807597,-0.0873559663480526,BULLISH_SINGULARITY,0.6,True,是,否
2024-01-15 04:00:00,42714.78,-1.3015080413272868,0.06623489043616537,-0.08620524251910104,BULLISH_SINGULARITY,0.6,True,是,否
2024-01-15 08:00:00,42697.99,-1.294654399325684,0.06350953676410787,-0.08222290117078852,BULLISH_SINGULARITY,0.6,True,是,否
2024-01-15 12:00:00,42278.99,-1.2584953256210272,0.05925696317139728,-0.07457461116170083,BULLISH_SINGULARITY,0.6,False,否,否
2024-01-15 16:00:00,42992.67,-1.239518289333971,0.055587486457574276,-0.06890170612226774,BULLISH_SINGULARITY,0.6,False,否,否
2024-01-15 20:00:00,42511.1,-1.1919008423544788,0.050669579322699,-0.06039311427647202,BULLISH_SINGULARITY,0.6,True,是,否
2024-01-16 00:00:00,42924.56,-1.1534507313034594,0.04617909652949348,-0.0532653126628773,BULLISH_SINGULARITY,0.6,True,是,否
2024-01-16 04:00:00,42791.13,-1.1043985652111967,0.04139043079637039,-0.04571153238498479,BULLISH_SINGULARITY,0.6,True,是,否
2024-01-16 08:00:00,42900.54,-1.0563925057956904,0.03684644168950646,-0.03892430486603252,BULLISH_SINGULARITY,0.6,True,是,否
2024-01-16 12:00:00,43252.67,-1.0173181920734307,0.032885940057999496,-0.03345546508443926,BULLISH_SINGULARITY,0.6,False,否,否
2024-01-16 16:00:00,43166.11,-0.9718710000224217,0.02894757740789844,-0.028133311003640717,BULLISH_SINGULARITY,0.6,False,否,否
2024-01-16 20:00:00,43137.95,-0.9246915782103843,0.02524184349886427,-0.02334092010190433,BULLISH_SINGULARITY,0.6,False,否,否
2024-01-17 00:00:00,42849.0,-0.870374910858052,0.02160433673879103,-0.01880387266317258,BULLISH_SINGULARITY,0.6,True,是,否
2024-01-22 04:00:00,41043.7,-0.575304516067498,0.00940202701422621,-0.005409028601472954,LOW_OSCILLATION,0.6,True,是,否
2024-01-22 08:00:00,40815.99,-0.5402322485734917,0.008211026951259415,-0.004435861552976416,LOW_OSCILLATION,0.6,True,是,否
2024-01-22 12:00:00,40771.99,-0.5117064857869184,0.007332525400218781,-0.0037521008044892694,LOW_OSCILLATION,0.6,True,是,否
2024-01-22 16:00:00,39820.31,-0.4710749302245486,0.006371186358260006,-0.003001306169164928,OSCILLATION,0.8,False,否,否
2024-01-22 20:00:00,39568.02,-0.43964882970619223,0.005835811620667708,-0.002565707749412355,OSCILLATION,0.8,False,否,否
2024-01-23 00:00:00,40000.44,-0.4321972556505308,0.006026820470027228,-0.0026047752674442097,OSCILLATION,0.8,False,否,否
2024-01-23 04:00:00,39780.0,-0.43073925902195415,0.006513192337874035,-0.002805487641483331,OSCILLATION,0.8,False,否,否
2024-01-23 08:00:00,38845.56,-0.4208636955530405,0.006976854407820837,-0.0029363047294109976,OSCILLATION,0.8,False,否,否
2024-01-23 12:00:00,39204.0,-0.43291680355736456,0.008045064784415246,-0.003482843730880966,OSCILLATION,0.8,False,否,否
2024-01-23 16:00:00,39148.07,-0.4537437103775761,0.009385817057122742,-0.004258755456424015,OSCILLATION,0.8,False,否,否
2024-01-23 20:00:00,39897.6,-0.49715521152545356,0.011238775005241952,-0.005587415565018043,OSCILLATION,0.8,False,否,否
2024-01-24 20:00:00,40084.88,-0.7255205599500123,0.020265906212977858,-0.014703331623534129,BULLISH_SINGULARITY,0.6,True,是,否
2024-01-25 00:00:00,40012.01,-0.7446781543329417,0.020941469517795297,-0.015594654869531361,BULLISH_SINGULARITY,0.6,True,是,否
2024-01-25 04:00:00,40130.0,-0.7585509388735692,0.021360835372991382,-0.01620328172730636,BULLISH_SINGULARITY,0.6,True,是,否
2024-01-25 08:00:00,40178.07,-0.7650500706226362,0.02148274156049801,-0.016435372948026845,BULLISH_SINGULARITY,0.6,True,是,否
2024-01-25 12:00:00,39804.24,-0.7563582956083584,0.02116412771949394,-0.01600766356995405,BULLISH_SINGULARITY,0.6,False,否,否
2024-01-25 16:00:00,39989.25,-0.7450885692136454,0.020671529688822687,-0.015402120479302289,BULLISH_SINGULARITY,0.6,True,是,否
2024-01-27 04:00:00,41710.14,-0.48573563117585944,0.009316770283836318,-0.004525487294339724,OSCILLATION,0.8,False,否,否
2024-01-27 08:00:00,41761.23,-0.42494135722005993,0.007266859595620179,-0.0030879891792904546,OSCILLATION,0.8,False,否,否
2024-01-27 12:00:00,41814.0,-0.36064320377221154,0.00519022058098656,-0.001871817778611462,OSCILLATION,0.8,False,否,否
2024-01-27 16:00:00,41910.47,-0.2949038005459196,0.003142352061021647,-0.0009266915654485871,OSCILLATION,0.8,False,否,否
2024-01-27 20:00:00,42120.63,-0.23056742187128917,0.0011863220498186944,-0.00027352721653575946,OSCILLATION,0.8,False,否,否
2024-01-28 00:00:00,42231.83,-0.16657561473803964,-0.0006813271961566836,0.00011349249653754448,OSCILLATION,0.8,False,否,否
2024-01-28 04:00:00,42388.82,-0.1045094021674782,-0.0024232750594911645,0.0002532550277547818,OSCILLATION,0.8,False,否,否
2024-01-28 08:00:00,42471.98,-0.043801444027246034,-0.004039154624967373,0.00017692080522290033,OSCILLATION,0.8,False,否,否
2024-01-28 12:00:00,42258.01,0.01925594771755663,-0.005575865689810763,-0.0001073685782031139,OSCILLATION,0.8,False,否,否
2024-01-28 16:00:00,41785.92,0.08647609538261182,-0.007044999984906319,-0.0006092240906652578,OSCILLATION,0.8,False,否,否
2024-01-28 20:00:00,42031.06,0.14376639021051824,-0.008219985449472292,-0.0011817576356536155,OSCILLATION,0.8,False,否,否
2024-01-29 00:00:00,42331.2,0.19083172742389926,-0.009104287083690543,-0.0017373868311437604,OSCILLATION,0.8,False,否,否
2024-01-29 04:00:00,42053.46,0.23744029670082806,-0.009850374442187101,-0.002338875830167159,OSCILLATION,0.8,False,否,否
2024-01-29 08:00:00,42246.95,0.27477674032399285,-0.010329415876869058,-0.002838283224096978,OSCILLATION,0.8,False,否,否
2024-01-29 12:00:00,42641.75,0.30056784811842513,-0.010524025160115358,-0.0031631835959200377,OSCILLATION,0.8,False,否,否
2024-01-29 16:00:00,42995.99,0.3172653650542308,-0.010490877807374038,-0.003328392177295853,OSCILLATION,0.8,False,否,否
2024-01-29 20:00:00,43302.7,0.3272732661752962,-0.010285192763879347,-0.0033660686290773157,OSCILLATION,0.8,False,否,否
2024-01-30 00:00:00,43519.71,0.33341756981095144,-0.009966441043024299,-0.0033229865522292857,OSCILLATION,0.8,False,否,否
2024-01-30 04:00:00,43358.25,0.3424585116929519,-0.009644036990544613,-0.003302682554493683,OSCILLATION,0.8,False,否,否
2024-01-30 08:00:00,43537.74,0.34855182759842535,-0.009245810127137238,-0.0032226440174417136,OSCILLATION,0.8,False,否,否
2024-01-30 12:00:00,43375.5,0.35769833885918934,-0.008866995159129587,-0.0031717094390931264,OSCILLATION,0.8,False,否,否
2024-01-30 16:00:00,43547.98,0.3641585978350188,-0.008436857330930081,-0.0030723541357655973,OSCILLATION,0.8,False,否,否
2024-01-30 20:00:00,42941.1,0.3804189799560281,-0.008130857735562658,-0.0030931326059303265,OSCILLATION,0.8,False,否,否
2024-01-31 00:00:00,42930.07,0.3948872310603977,-0.007789517838823534,-0.0030759811306685985,OSCILLATION,0.8,False,否,否
2024-01-31 04:00:00,43050.01,0.40564615254864206,-0.007395466885457003,-0.002999942688386522,OSCILLATION,0.8,False,否,否
2024-01-31 08:00:00,42647.98,0.42109192295982,-0.007063598081587907,-0.0029744240991911473,OSCILLATION,0.8,False,否,否
2024-01-31 12:00:00,43361.1,0.4230637807572169,-0.0065644700090257135,-0.00277718950068578,OSCILLATION,0.8,False,否,否
2024-01-31 16:00:00,43334.64,0.4257372152355824,-0.006097757298478668,-0.002596042211436756,OSCILLATION,0.8,False,否,否
2024-01-31 20:00:00,42580.0,0.4398392344868981,-0.005795884202563939,-0.002549257270830429,OSCILLATION,0.8,False,否,否
2024-02-01 00:00:00,42015.65,0.45945442694351,-0.00556995039898589,-0.002559138368669837,OSCILLATION,0.8,False,否,否
2024-02-01 04:00:00,42190.16,0.4715759607736204,-0.005255197324837313,-0.0024782247275151157,OSCILLATION,0.8,False,否,否
2024-02-01 08:00:00,42087.52,0.48126843805598,-0.004919855202696222,-0.0023677710288631977,OSCILLATION,0.8,False,否,否
2024-02-01 12:00:00,42516.12,0.4807519220893162,-0.004476658741952855,-0.002152162294731775,OSCILLATION,0.8,False,否,否
2024-02-01 16:00:00,43218.94,0.46823646357174714,-0.003922301301732378,-0.0018365644905860292,OSCILLATION,0.8,False,否,否
2024-02-01 20:00:00,43082.94,0.45900401079328895,-0.003451374227432802,-0.001584194613140245,OSCILLATION,0.8,False,否,否
2024-02-02 00:00:00,43037.25,0.4514611596713818,-0.003045079954787533,-0.0013747353276804585,OSCILLATION,0.8,False,否,否
2024-02-02 04:00:00,43086.89,0.44428154651548296,-0.0026894514506754508,-0.0011948736497843983,OSCILLATION,0.8,False,否,否
2024-02-02 08:00:00,43148.41,0.43767905903083976,-0.0023890994869856796,-0.0010456588153949543,OSCILLATION,0.8,False,否,否
2024-02-02 12:00:00,43242.09,0.43157594273420485,-0.002144901985929981,-0.0009256880966501998,OSCILLATION,0.8,False,否,否
2024-02-02 16:00:00,43061.97,0.4303223599771355,-0.0020043299698459527,-0.0008625080027970112,OSCILLATION,0.8,False,否,否
2024-02-02 20:00:00,43200.0,0.42872255078913346,-0.001906555976465274,-0.0008173835414524593,OSCILLATION,0.8,False,否,否
2024-02-03 00:00:00,43173.94,0.4296373773080799,-0.001882336207750801,-0.0008087219915100911,OSCILLATION,0.8,False,否,否
2024-02-03 04:00:00,43053.05,0.43425566090382034,-0.001939987916199759,-0.0008424507346947516,OSCILLATION,0.8,False,否,否
2024-02-03 08:00:00,42995.04,0.4411379729333639,-0.0020582039849744715,-0.0009079519338150101,OSCILLATION,0.8,False,否,否
2024-02-03 12:00:00,43119.06,0.44738689236397783,-0.0022024982447340635,-0.0009853688451486886,OSCILLATION,0.8,False,否,否
2024-02-03 16:00:00,43061.09,0.45590606678461515,-0.002400630278803384,-0.0010944619082133048,OSCILLATION,0.8,False,否,否
2024-02-03 20:00:00,43011.09,0.4662103896795221,-0.002641974064557906,-0.0012317157581607323,OSCILLATION,0.8,False,否,否
2024-02-04 00:00:00,43027.16,0.4770183881622649,-0.002908291343667546,-0.0013873084490625604,OSCILLATION,0.8,False,否,否
2024-02-04 04:00:00,42845.03,0.4909957499229664,-0.003221471243078644,-0.0015817286888506696,OSCILLATION,0.8,False,否,否
2024-02-04 08:00:00,43060.1,0.5017375411321439,-0.003511106394994301,-0.0017616538892777866,HIGH_OSCILLATION,0.6,True,是,否
2024-02-04 12:00:00,42943.21,0.5145005842827954,-0.0038284189506924138,-0.0019697237870105735,HIGH_OSCILLATION,0.6,True,是,否
2024-02-04 16:00:00,42636.44,0.5313375112311465,-0.0041865851912986085,-0.002224489756101776,HIGH_OSCILLATION,0.6,True,是,否
2024-02-04 20:00:00,42582.88,0.5474657352951072,-0.004530169984380383,-0.002480112841510631,HIGH_OSCILLATION,0.6,False,否,否
2024-02-05 00:00:00,42718.31,0.5599578215125848,-0.004827488180332684,-0.002703189764836842,HIGH_OSCILLATION,0.6,False,否,否
2024-02-05 04:00:00,43071.88,0.5661942183880861,-0.00505434003159827,-0.0028617381036583974,HIGH_OSCILLATION,0.6,False,否,否
2024-02-05 08:00:00,43194.08,0.5705382346283139,-0.005256465397121268,-0.002999014488058387,HIGH_OSCILLATION,0.6,False,否,否
2024-02-05 12:00:00,42644.03,0.5825835134417946,-0.005523090340848857,-0.003217661375828166,HIGH_OSCILLATION,0.6,False,否,否
2024-02-05 16:00:00,42765.36,0.5911079362244677,-0.005738538858823361,-0.0033920958617829886,HIGH_OSCILLATION,0.6,False,否,否
2024-02-05 20:00:00,42708.7,0.5989313751686501,-0.005929824764441705,-0.003551558100676187,HIGH_OSCILLATION,0.6,False,否,否
2024-02-06 00:00:00,42851.11,0.6031259832940254,-0.006068629117282898,-0.0036601479036080012,HIGH_OSCILLATION,0.6,True,是,否
2024-02-06 04:00:00,42890.0,0.6055898185431724,-0.006174415374564535,-0.0037391630862927106,HIGH_OSCILLATION,0.6,True,是,否
2024-02-06 08:00:00,42826.96,0.6078442872310976,-0.006261411093267721,-0.003805962963048206,HIGH_OSCILLATION,0.6,False,否,否
2024-02-06 12:00:00,43244.89,0.6032105423373106,-0.006269533259766313,-0.003781848557825445,HIGH_OSCILLATION,0.6,False,否,否
2024-02-06 16:00:00,43278.78,0.5982907119264199,-0.006264899552256509,-0.003748231213267056,HIGH_OSCILLATION,0.6,False,否,否
2024-02-06 20:00:00,43098.95,0.5960755459042646,-0.006274500967641927,-0.003740076589563998,HIGH_OSCILLATION,0.6,True,是,否
2024-02-07 00:00:00,42800.0,0.5975613007272292,-0.0063040172626056545,-0.003767036755249542,HIGH_OSCILLATION,0.6,True,是,否
2024-02-07 04:00:00,42918.03,0.596205484804016,-0.006292479132453677,-0.0037516105717836984,HIGH_OSCILLATION,0.6,True,是,否
2024-02-07 08:00:00,42928.29,0.5938661822330449,-0.006258565702497942,-0.003716750519997128,HIGH_OSCILLATION,0.6,True,是,否
2024-02-07 12:00:00,43071.08,0.5888587560389489,-0.006189107971568908,-0.0036445104211288095,HIGH_OSCILLATION,0.6,False,否,否
2024-02-07 16:00:00,43615.47,0.576379020796623,-0.0060473485187155784,-0.0034855648176331934,HIGH_OSCILLATION,0.6,False,否,否
2024-02-07 20:00:00,44349.6,0.5556767851714995,-0.005837206980931042,-0.0032436004095443964,HIGH_OSCILLATION,0.6,False,否,否
2024-02-08 00:00:00,44540.99,0.5362036881623247,-0.005649313537416489,-0.0030291827543480706,HIGH_OSCILLATION,0.6,False,否,否
2024-02-08 04:00:00,44513.24,0.5213550461725092,-0.00551429905395967,-0.0028749076378861674,HIGH_OSCILLATION,0.6,False,否,否
2024-02-08 08:00:00,44698.97,0.5080542346783951,-0.005405702717189043,-0.0027463901568803998,HIGH_OSCILLATION,0.6,False,否,否
2024-02-08 12:00:00,45432.3,0.48941148189720163,-0.005269103559394361,-0.002578759781273014,OSCILLATION,0.8,False,否,否
2024-02-08 16:00:00,45284.14,0.479026274450439,-0.005223338298424474,-0.002502116285288571,OSCILLATION,0.8,False,否,否
2024-02-08 20:00:00,45288.65,0.4740254920170797,-0.005240194419330935,-0.002483985737888502,OSCILLATION,0.8,False,否,否
2024-02-09 00:00:00,46060.74,0.46386199869700434,-0.005231786927751447,-0.0024268271410636463,OSCILLATION,0.8,False,否,否
2024-02-09 04:00:00,46202.0,0.4586233030315946,-0.0052853303918558026,-0.0024239756819261805,OSCILLATION,0.8,False,否,否
2024-02-09 08:00:00,47180.02,0.44716255869923427,-0.005308635210938661,-0.002373822904124181,OSCILLATION,0.8,False,否,否
2024-02-09 12:00:00,47159.99,0.4446398174191118,-0.0054292043478361696,-0.0024140404299529223,OSCILLATION,0.8,False,否,否
2024-02-09 16:00:00,47509.48,0.44587805653701423,-0.005487908224456384,-0.0024469378535741087,OSCILLATION,0.8,False,否,否
2024-02-09 20:00:00,47132.77,0.4561935984569416,-0.0056326284117259595,-0.002569569023916073,OSCILLATION,0.8,False,否,否
2024-02-10 00:00:00,47376.62,0.46658942727339686,-0.00577331119853991,-0.002693765965597825,OSCILLATION,0.8,False,否,否
2024-02-10 04:00:00,47151.72,0.48839351269729575,-0.005959321979915777,-0.0029104941950652695,OSCILLATION,0.8,False,否,否
2024-02-10 08:00:00,47182.0,0.5122011204116508,-0.00616241044430349,-0.003156393534008706,HIGH_OSCILLATION,0.6,False,否,否
2024-02-10 12:00:00,47353.48,0.5377031413542277,-0.006359990448199848,-0.003419786842979941,HIGH_OSCILLATION,0.6,False,否,否
2024-02-10 16:00:00,47531.09,0.5643258614368533,-0.0065549390882464476,-0.003699121647640778,HIGH_OSCILLATION,0.6,False,否,否
2024-02-10 20:00:00,47751.09,0.5882609978290111,-0.00674559857850926,-0.003968172550747816,HIGH_OSCILLATION,0.6,False,否,否
2024-02-11 00:00:00,48519.61,0.6086809355474663,-0.006868789247898521,-0.004180901065489249,HIGH_OSCILLATION,0.6,False,否,否
2024-02-11 04:00:00,48179.52,0.6374366151713029,-0.007070104742856298,-0.004506743636192893,HIGH_OSCILLATION,0.6,False,否,否
2024-02-11 08:00:00,48411.71,0.6662287415152317,-0.007275676101160422,-0.004847264532548556,HIGH_OSCILLATION,0.6,False,否,SHORT
2024-02-11 12:00:00,48150.43,0.6992963736876497,-0.007539115156420917,-0.005272075889698745,HIGH_OSCILLATION,0.6,False,否,SHORT
2024-02-11 16:00:00,48284.0,0.7321620681827709,-0.007802131208035412,-0.005712424521508548,HIGH_OSCILLATION,0.6,False,否,SHORT
2024-02-11 20:00:00,48299.99,0.7656798794637236,-0.008077686245299254,-0.006184921830646511,HIGH_OSCILLATION,0.6,False,否,SHORT
2024-02-12 00:00:00,48145.0,0.8004033259813379,-0.008379929086619886,-0.006707323112418312,HIGH_OSCILLATION,0.6,True,是,SHORT
2024-02-12 04:00:00,48203.98,0.8348232217241186,-0.008673542053960648,-0.007240874321247057,HIGH_OSCILLATION,0.6,True,是,SHORT
2024-02-12 08:00:00,47903.03,0.8720100869533418,-0.008997117070784988,-0.007845576839224613,HIGH_OSCILLATION,0.6,True,是,SHORT
2024-02-12 12:00:00,49917.8,0.883000625824855,-0.009114363178811313,-0.008047988390885405,HIGH_OSCILLATION,0.6,False,否,SHORT
2024-02-12 16:00:00,49532.03,0.9007788490956505,-0.009304844908338716,-0.008381607487546874,HIGH_OSCILLATION,0.6,False,否,SHORT
2024-02-12 20:00:00,49917.27,0.9185958673969676,-0.00947513457796123,-0.008703819466345297,HIGH_OSCILLATION,0.6,False,否,SHORT
2024-02-13 00:00:00,49789.99,0.9386716813107001,-0.00969964298332604,-0.009104780187272189,HIGH_OSCILLATION,0.6,False,否,SHORT
2024-02-13 04:00:00,49983.09,0.9568656868965121,-0.00993342287930421,-0.009504951506638952,HIGH_OSCILLATION,0.6,False,否,SHORT
2024-02-17 04:00:00,51911.33,0.7478932660497792,-0.009618773698065852,-0.007193816076440184,HIGH_OSCILLATION,0.6,True,是,SHORT
2024-02-17 08:00:00,51690.48,0.7173223974577683,-0.009176331959192208,-0.006582388440836094,HIGH_OSCILLATION,0.6,True,是,SHORT
2024-02-17 12:00:00,50984.56,0.6932550111828834,-0.008731136085785685,-0.006052903844790631,HIGH_OSCILLATION,0.6,False,否,SHORT
2024-02-17 16:00:00,51394.43,0.6651424589348086,-0.008217436727342431,-0.005465766070965751,HIGH_OSCILLATION,0.6,True,是,SHORT
2024-02-17 20:00:00,51642.64,0.6348591999957024,-0.00766228392907542,-0.004864471445352748,HIGH_OSCILLATION,0.6,True,是,否
2024-02-18 00:00:00,51479.99,0.6064043661965676,-0.007102214116187167,-0.004306813649718794,HIGH_OSCILLATION,0.6,True,是,否
2024-02-18 04:00:00,51671.1,0.5771485461802127,-0.00652275753794207,-0.0037646000301092895,HIGH_OSCILLATION,0.6,True,是,否
2024-02-18 08:00:00,51832.01,0.5481717476052983,-0.005937702804143519,-0.003254880922908233,HIGH_OSCILLATION,0.6,True,是,否
2024-02-18 12:00:00,51773.99,0.5187704904096565,-0.00536881705440706,-0.002785183856234478,HIGH_OSCILLATION,0.6,True,是,否
2024-02-18 16:00:00,51758.12,0.4908804331469585,-0.004813282668873209,-0.0023627462813552292,OSCILLATION,0.8,False,否,否
2024-02-18 20:00:00,52137.67,0.463303065593582,-0.004259239189394359,-0.0019733185735427297,OSCILLATION,0.8,False,否,否
2024-02-19 00:00:00,52063.81,0.43886458463085876,-0.0037473031484603347,-0.001644558639734954,OSCILLATION,0.8,False,否,否
2024-02-19 04:00:00,52394.04,0.4132508451645395,-0.0032599863033045406,-0.0013471920950654244,OSCILLATION,0.8,False,否,否
