时间,开盘价,最高价,最低价,收盘价,成交量,信号类型,置信度,描述,张力,加速度,DXY燃料,量能比率,价格vsEMA%,V7.0.5通过,过滤原因,交易方向,V705执行动作,Unnamed: 18,黄金信号,黄金信号_新
2025/8/25 8:00,111511.56,111850.13,110929.48,111214.97,4028.25788,BEARISH_SINGULARITY,0.7,奇点看空,0.7620401801966074,-0.093315902,-0.758006309,1.2492562543830392,-2.27353833,True,,做多(反向),做多(反向),,继续持多,继续持多
2025/8/25 12:00,111214.97,112580.0,110588.0,112200.64,4593.3206,BEARISH_SINGULARITY,0.7,奇点看空,0.6609391580152648,-0.084267998,-0.758006309,1.3624460161588137,-1.275083277,True,,做多(反向),做多(反向),,继续持多,继续持多
2025/8/25 16:00,112200.65,112937.26,110655.01,110716.13,3109.40411,BEARISH_SINGULARITY,0.7,奇点看空,0.6142846639661592,-0.083364458,-0.758006309,0.906471959,-2.341215677,True,,做多(反向),做多(反向),,继续持多,继续持多
2025/8/25 20:00,110716.13,111092.54,109274.1,110111.98,7012.81309,BEARISH_SINGULARITY,0.7,奇点看空,0.5609428581367973,-0.082151648,-0.758006309,2.187672884390929,-2.607527253,True,,做多(反向),做多(反向),,继续持多,继续持多
2025/8/26 0:00,110111.98,110111.98,108666.66,109879.56,4155.39206,BEARISH_SINGULARITY,0.7,奇点看空,0.4846749760223121,-0.077905282,0.026438211,1.2993817374062877,-2.552022422,True,,做多(反向),做多(反向),,继续持多,继续持多
2025/8/26 4:00,109879.57,110547.31,109765.93,110303.2,1910.05232,BEARISH_SINGULARITY,0.7,奇点看空,0.3730260532710244,-0.068863556,0.026438211,0.5991984065493355,-1.973134149,True,,做多(反向),做多(反向),,空平仓/反手多,继续持多
2025/8/26 20:00,111116.03,112371.0,110918.26,111763.22,2426.69707,OSCILLATION,0.8,系统平衡,-0.126149885,-0.014206893,0.026438211,0.7255420339035564,-0.140363354,False,系统平衡震荡，无明显趋势,不交易,观望(震荡不开仓),,继续持多,观望(震荡不开仓)
2025/8/27 0:00,111763.22,111825.16,110918.26,111418.15,2172.27313,BULLISH_SINGULARITY,0.6,奇点看涨,-0.377406648,0.029888342,-0.07650371,0.6392791728839068,-0.406122953,True,,做空(反向),做空(反向),,继续持多,多平/反空
2025/8/27 4:00,111418.15,111737.26,110622.5,110725.18,1809.80294,BULLISH_SINGULARITY,0.6,奇点看涨,-0.488870085,0.062807507,-0.07650371,0.5261567965420816,-0.928786978,True,,做空(反向),做空(反向),,继续持多,继续持空
2025/8/27 8:00,110725.19,111374.45,110345.42,111322.07,1594.26753,BULLISH_SINGULARITY,0.6,奇点看涨,-0.435686124,0.076525069,-0.07650371,0.4662171027785079,-0.357262298,True,,做空(反向),做空(反向),,多平/反空,继续持空
2025/8/27 20:00,112080.68,112452.05,110921.79,111262.01,2603.73903,OSCILLATION,0.8,系统平衡,0.1882723634003226,0.016726879,-0.07650371,0.7481286805715702,-0.419023243,False,系统平衡震荡，无明显趋势,不交易,观望(震荡不开仓),,多平/反空,观望(震荡不开仓)
2025/8/28 0:00,111262.01,112042.04,110862.42,112000.01,1203.77782,BEARISH_SINGULARITY,0.9,强奇点看空,0.425120726,-0.033073307,0.5477121377377486,0.3852799545579685,0.2184466446915304,True,,做多(反向),做多(反向),,继续持空,空平/反多
2025/8/28 4:00,112000.0,113360.0,111945.07,113114.11,2481.91862,BEARISH_SINGULARITY,0.9,强奇点看空,0.5769941844199195,-0.075712694,0.5477121377377486,0.817583265,1.0983325850712489,True,,做多(反向),做多(反向),,继续持空,继续持多
2025/8/28 8:00,113114.11,113351.51,112826.22,112909.18,1419.04336,BEARISH_SINGULARITY,0.9,强奇点看空,0.6100033265702685,-0.107878538,0.5477121377377486,0.4750126080402641,0.8272914234575367,True,,做多(反向),做多(反向),,多空仓/反手空,继续持多
2025/8/28 12:00,112909.18,113485.9,112391.56,112678.53,3088.9335,BEARISH_SINGULARITY,0.9,强奇点看空,0.6199666327898934,-0.131311209,0.5477121377377486,1.0509701468803228,0.5618162214638037,True,,做多(反向),做多(反向),,空平/反多,继续持多
2025/8/28 16:00,112678.53,113186.56,111901.35,111901.36,1813.29699,BEARISH_SINGULARITY,0.9,强奇点看空,0.5885869345919705,-0.14521652,0.5477121377377486,0.6411084836338397,-0.119246289,True,,做多(反向),做多(反向),,多平/反空,继续持多
2025/8/28 20:00,111901.36,112575.98,111872.06,112566.9,1097.30715,BEARISH_SINGULARITY,0.9,强奇点看空,0.5175099800723081,-0.150363827,0.5477121377377486,0.4135199790094058,0.4293871849204796,True,,做多(反向),做多(反向),,空平/反多,继续持多
2025/8/29 16:00,108386.23,108832.0,107934.24,108212.01,2605.64538,OSCILLATION,0.8,系统平衡,-0.375919005,-0.004285346,-0.345763967,0.9544664611055004,-2.575736121,False,系统平衡震荡，无明显趋势,不交易,观望(震荡不开仓),,黄金/空平反多,观望(震荡不开仓)
2025/8/29 20:00,108212.01,108549.99,107463.9,108377.4,3013.0964,BULLISH_SINGULARITY,0.6,奇点看涨,-0.519345795,0.042386301,-0.345763967,1.1358943829325332,-2.200793571,False,量能放大,做空(反向),被过滤-不执行,,平空/反手多,
2025/8/30 0:00,108377.4,108436.21,107350.1,108436.2,3244.13736,BULLISH_SINGULARITY,0.6,奇点看涨,-0.620997869,0.086513447,-0.345763967,1.2300505987398176,-1.947169635,False,量能放大,做空(反向),被过滤-不执行,,继续持多,
2025/8/30 4:00,108436.21,108697.28,108120.0,108524.26,3052.32523,BULLISH_SINGULARITY,0.6,奇点看涨,-0.677178801,0.1196821754601336,-0.345763967,1.1437571543846348,-1.69269138,False,量能放大,做空(反向),被过滤-不执行,,继续持多,
2025/8/30 8:00,108524.26,108777.43,108400.0,108680.01,1416.9539,BULLISH_SINGULARITY,0.6,奇点看涨,-0.669621958,0.1402095949328787,-0.345763967,0.5385779558990268,-1.405910065,True,,做空(反向),做空(反向),,继续持多,多平/反空
2025/8/30 12:00,108680.01,108926.15,108190.52,108869.98,1540.53972,BULLISH_SINGULARITY,0.6,奇点看涨,-0.667535753,0.145401167,-0.345763967,0.5885642363758226,-1.117399902,True,,做空(反向),做空(反向),,继续持多,继续持空
2025/8/30 16:00,108869.98,108900.0,108625.46,108828.33,677.58629,BULLISH_SINGULARITY,0.6,奇点看涨,-0.6745287,0.139263894,-0.345763967,0.2634861872117263,-1.046358472,True,,做空(反向),做空(反向),,继续持多,继续持空
2025/8/30 20:00,108828.32,108838.27,108468.77,108816.33,776.84909,BULLISH_SINGULARITY,0.6,奇点看涨,-0.690023379,0.1234412142753026,-0.345763967,0.3177352509579297,-0.95754146,True,,做空(反向),做空(反向),,继续持多,继续持空
2025/8/31 0:00,108816.33,109480.02,108801.35,109223.84,1756.83146,BULLISH_SINGULARITY,0.6,奇点看涨,-0.674153464,0.1044918461340289,-0.345763967,0.7206988869860957,-0.531060768,True,,做空(反向),做空(反向),,继续持多,继续持空
2025/8/31 4:00,109223.84,109231.41,108523.49,108708.26,1177.25929,BULLISH_SINGULARITY,0.6,奇点看涨,-0.664589578,0.084417833,-0.345763967,0.4974993314729847,-0.906162635,True,,做空(反向),做空(反向),,继续持多,继续持空
2025/8/31 8:00,108708.25,109100.0,108303.21,108389.76,1590.89462,BULLISH_SINGULARITY,0.6,奇点看涨,-0.537035293,0.063466738,-0.345763967,0.6668434354753796,-1.083776921,True,,做空(反向),做空(反向),,继续持多,继续持空
2025/8/31 12:00,108389.77,108858.43,108191.29,108818.69,2441.88905,BULLISH_SINGULARITY,0.6,奇点看涨,-0.361532149,0.036585045,-0.345763967,1.0244078469761382,-0.626812972,False,量能放大,做空(反向),被过滤-不执行,,继续持多,
2025/8/31 16:00,108818.69,109237.51,108555.0,108930.0,1232.50315,OSCILLATION,0.8,系统平衡,-0.223513464,0.010220745,-0.345763967,0.5190840144753737,-0.475386802,False,系统平衡震荡，无明显趋势,不交易,观望(震荡不开仓),,继续持多,观望(震荡不开仓)
2025/8/31 20:00,108930.0,109230.0,108076.93,108246.35,1290.13839,OSCILLATION,0.8,系统平衡,-0.145518828,-0.014036307,-0.345763967,0.5647501203015255,-0.996289195,False,系统平衡震荡，无明显趋势,不交易,观望(震荡不开仓),,继续持多,观望(震荡不开仓)
2025/9/1 12:00,108782.89,109520.0,108566.0,108784.33,2266.34513,OSCILLATION,0.8,系统平衡,-0.334250039,-0.013298438,-0.345763967,0.9466299085628728,-0.312098242,False,系统平衡震荡，无明显趋势,不交易,观望(震荡不开仓),,继续持多,观望(震荡不开仓)
2025/9/1 16:00,108784.33,109329.65,108391.3,109217.64,1553.15049,OSCILLATION,0.8,系统平衡,-0.405472376,0.002114269,-0.345763967,0.6667709059605984,0.076879398,False,系统平衡震荡，无明显趋势,不交易,观望(震荡不开仓),,继续持多,观望(震荡不开仓)
2025/9/1 20:00,109217.65,109442.95,107459.49,109237.42,3012.30155,OSCILLATION,0.8,系统平衡,-0.473714232,0.018542745,-0.345763967,1.4388743514287827,0.085948177,False,系统平衡震荡，无明显趋势,不交易,观望(震荡不开仓),,继续持多,观望(震荡不开仓)
2025/9/2 0:00,109237.43,110623.97,108883.8,110322.18,3166.02008,BULLISH_SINGULARITY,0.6,奇点看涨,-0.504395381,0.030635924,-0.43090088,1.4923277651309663,0.9759865503915492,False,量能放大,做空(反向),被过滤-不执行,,多平/反空,
2025/9/2 4:00,110322.19,110610.5,110000.0,110233.92,1952.71608,BULLISH_SINGULARITY,0.6,奇点看涨,-0.52071396,0.042667572,-0.43090088,0.9440195664875176,0.8092562497844566,True,,做空(反向),做空(反向),,多平/反空,继续持空
2025/9/2 8:00,110233.91,110711.1,109563.87,109733.34,2462.01591,BULLISH_SINGULARITY,0.6,奇点看涨,-0.464000571,0.044121167,-0.43090088,1.2131705730985065,0.3178941570357698,False,量能放大,做空(反向),被过滤-不执行,,继续持空,
2025/9/2 20:00,110806.01,111538.17,110716.77,111240.01,1575.41195,OSCILLATION,0.8,系统平衡,-0.038003586,0.01411472,-0.43090088,0.692369452,1.3141115415745417,False,系统平衡震荡，无明显趋势,不交易,观望(震荡不开仓),,继续持空,观望(震荡不开仓)
2025/9/3 0:00,111240.01,111782.21,110892.14,111054.01,2263.61693,OSCILLATION,0.8,系统平衡,0.1075443643192074,-0.000660111,0.5278052750243878,0.9613212279414344,1.0345605332022083,False,系统平衡震荡，无明显趋势,不交易,观望(震荡不开仓),,继续持空,观望(震荡不开仓)
2025/9/3 4:00,111054.0,111151.99,110528.71,111099.88,1539.69973,OSCILLATION,0.8,系统平衡,0.244915276,-0.016785434,0.5278052750243878,0.6434622572335598,0.9727909200673256,False,系统平衡震荡，无明显趋势,不交易,观望(震荡不开仓),,继续持空,观望(震荡不开仓)
2025/9/3 12:00,111437.77,112500.0,111031.61,112222.74,3550.00487,BEARISH_SINGULARITY,0.9,强奇点看空,0.4126614456767331,-0.034197824,0.5278052750243878,1.420357788248189,1.6881099113734306,True,,做多(反向),做多(反向),,继续持空,空平/反多
2025/9/3 16:00,112222.73,112575.27,111686.24,112193.74,1957.30873,BEARISH_SINGULARITY,0.9,强奇点看空,0.4229221088423481,-0.032713744,0.5278052750243878,0.7774210970317674,1.5011865554574395,True,,做多(反向),做多(反向),,继续持空,继续持多
2025/9/3 20:00,112193.74,112250.0,111613.98,111705.71,948.2535,BEARISH_SINGULARITY,0.9,强奇点看空,0.4916138912599515,-0.028086657,0.5278052750243878,0.3881492455163882,0.9577805898184903,True,,做多(反向),做多(反向),,继续持空,继续持多
2025/9/4 0:00,111705.72,112180.0,111136.0,111148.97,1484.75903,BEARISH_SINGULARITY,0.7,奇点看空,0.6135450319471839,-0.031218798,-0.348597697,0.6046358005979585,0.4111341300250389,True,,做多(反向),做多(反向),,空平/反多,继续持多
2025/9/4 4:00,111148.97,111318.84,110279.68,110463.36,2293.72804,BEARISH_SINGULARITY,0.7,奇点看空,0.7725714818745884,-0.040579118,-0.348597697,0.9153657794991216,-0.188445652,True,,做多(反向),做多(反向),,继续持多,继续持多
2025/9/4 8:00,110463.36,111154.93,110415.72,110810.0,1251.00126,BEARISH_SINGULARITY,0.7,奇点看空,0.9156161548144712,-0.057164286,-0.348597697,0.5195106195374984,0.1128722876514683,True,,做多(反向),做多(反向),,继续持多,继续持多
2025/9/4 12:00,110810.0,111123.99,109329.12,109510.31,3057.95062,BEARISH_SINGULARITY,0.7,奇点看空,0.9709678580906872,-0.068477121,-0.348597697,1.2658511858862884,-0.96124172,True,,做多(反向),做多(反向),,继续持多,继续持多
2025/9/4 16:00,109510.32,110218.39,109363.26,109799.99,2124.63495,BEARISH_SINGULARITY,0.7,奇点看空,1.0023477315365754,-0.07910106,-0.348597697,0.8978365284025687,-0.633086677,True,,做多(反向),做多(反向),,多平/反空,继续持多
2025/9/4 20:00,109800.0,111765.31,109755.59,110730.87,1991.06146,BEARISH_SINGULARITY,0.7,奇点看空,0.9577506340761792,-0.075789291,-0.348597697,0.8463131209436908,0.1893670105250857,True,,做多(反向),做多(反向),,空平/反多,继续持多
2025/9/5 0:00,110730.87,111482.09,110435.75,111311.77,1665.5758,BEARISH_SINGULARITY,0.9,强奇点看空,0.8178938861902962,-0.062401897,0.7188476720878467,0.7062758632570026,0.646433585,True,,做多(反向),做多(反向),,多平/反空,继续持多
2025/9/5 4:00,111311.78,112999.0,111144.51,112954.32,3481.17531,BEARISH_SINGULARITY,0.9,强奇点看空,0.6150884416309799,-0.043785791,0.7188476720878467,1.461637902800368,1.924685590872036,True,,做多(反向),做多(反向),,继续持空,继续持多
2025/9/5 8:00,112954.32,112985.0,112131.02,112354.0,1956.82884,OSCILLATION,0.8,系统平衡,0.4045588393517467,-0.015138164,0.7188476720878467,0.8430118824648704,1.2496261815658796,False,系统平衡震荡，无明显趋势,不交易,观望(震荡不开仓),,继续持空,观望(震荡不开仓)
2025/9/5 12:00,112354.0,113384.62,110286.91,110716.82,9805.88987,OSCILLATION,0.8,系统平衡,0.3206184238860197,0.002559868,0.7188476720878467,3.613217884009143,-0.204289472,False,系统平衡震荡，无明显趋势,不交易,观望(震荡不开仓),,继续持空,观望(震荡不开仓)
2025/9/5 16:00,110716.82,111627.51,110206.96,111614.54,2167.09419,OSCILLATION,0.8,系统平衡,0.387234569,0.002997831,0.7188476720878467,0.8028808952378277,0.5469567570060887,False,系统平衡震荡，无明显趋势,不交易,观望(震荡不开仓),,继续持空,观望(震荡不开仓)
2025/9/5 20:00,111614.54,111700.0,110375.6,110659.99,2510.84487,OSCILLATION,0.8,系统平衡,0.44791101,-0.002499275,0.7188476720878467,1.0098942366255668,-0.283221547,False,系统平衡震荡，无明显趋势,不交易,观望(震荡不开仓),,继续持空,观望(震荡不开仓)
2025/9/6 4:00,111082.23,111082.23,110687.69,110825.6,687.98406,BEARISH_SINGULARITY,0.9,强奇点看空,0.6753725573005069,-0.037341714,0.7188476720878467,0.2924329479686491,-0.129613788,True,,做多(反向),做多(反向),,空平/反多,继续持多
2025/9/6 8:00,110825.59,110968.0,110675.58,110781.02,621.90211,BEARISH_SINGULARITY,0.9,强奇点看空,0.7691169237974358,-0.057096075,0.7188476720878467,0.2739010339112355,-0.153641666,True,,做多(反向),做多(反向),,继续持多,继续持多
2025/9/6 12:00,110781.03,110999.83,110358.11,110384.15,886.00942,BEARISH_SINGULARITY,0.9,强奇点看空,0.7987782100722204,-0.076453902,0.7188476720878467,0.3959197004013461,-0.462865039,True,,做多(反向),做多(反向),,继续持多,继续持多
2025/9/6 16:00,110384.16,110402.0,109977.0,110038.41,1391.66059,BEARISH_SINGULARITY,0.9,强奇点看空,0.7653844551175243,-0.09046517,0.7188476720878467,0.6235897639813041,-0.70137363,True,,做多(反向),做多(反向),,继续持多,继续持多
2025/9/6 20:00,110038.42,110282.82,110034.44,110187.97,612.56061,BEARISH_SINGULARITY,0.9,强奇点看空,0.6608895870753241,-0.095325326,0.7188476720878467,0.293819385,-0.512743448,True,,做多(反向),做多(反向),,继续持多,继续持多
2025/9/7 0:00,110187.98,110733.12,110180.0,110629.15,948.63792,BEARISH_SINGULARITY,0.9,强奇点看空,0.4664956719057319,-0.088454518,0.7188476720878467,0.4663016649251086,-0.103523169,True,,做多(反向),做多(反向),,继续持多,继续持多
2025/9/7 12:00,111292.12,111412.0,111042.6,111329.99,837.52385,OSCILLATION,0.8,系统平衡,-0.288604153,-0.012424641,0.7188476720878467,0.4307621167242868,0.4351625538272183,False,系统平衡震荡，无明显趋势,不交易,观望(震荡不开仓),,继续持多,观望(震荡不开仓)
2025/9/7 16:00,111329.99,111371.35,110861.2,111259.99,940.48526,OSCILLATION,0.8,系统平衡,-0.466289822,0.013381366,0.7188476720878467,0.4876118254795937,0.3364638017806783,False,系统平衡震荡，无明显趋势,不交易,观望(震荡不开仓),,继续持多,观望(震荡不开仓)
2025/9/7 20:00,111259.99,111600.0,111001.45,111137.34,867.49224,BULLISH_SINGULARITY,0.95,超强奇点看涨,-0.570164875,0.031621944,0.7188476720878467,0.4768444713210623,0.2043015985945931,True,,做空(反向),做空(反向),,继续持多,多平/反空
2025/9/8 0:00,111137.35,111372.0,110621.78,111052.11,1701.47085,BULLISH_SINGULARITY,0.6,奇点看涨,-0.594495652,0.041910813,-0.489264801,0.9462725283319072,0.1153033597798491,True,,做空(反向),做空(反向),,继续持多,继续持空
2025/9/8 4:00,111052.11,111609.04,110899.69,111280.39,1330.12513,BULLISH_SINGULARITY,0.6,奇点看涨,-0.516491429,0.045350841,-0.489264801,0.7535990928123307,0.2904316180976915,True,,做空(反向),做空(反向),,继续持多,继续持空
2025/9/8 8:00,111280.4,112186.98,111252.9,112052.43,2723.68786,BULLISH_SINGULARITY,0.6,奇点看涨,-0.499950993,0.038563244,-0.489264801,1.4982310762518352,0.891462029,False,量能放大,做空(反向),被过滤-不执行,,继续持多,
2025/9/8 12:00,112052.43,112924.37,111877.64,112631.75,3018.22348,BULLISH_SINGULARITY,0.6,奇点看涨,-0.52264909,0.035380593,-0.489264801,1.681659998679231,1.2767817086824036,False,量能放大,做空(反向),被过滤-不执行,,继续持多,
2025/9/8 16:00,112631.74,112670.06,111978.67,112097.31,1681.81458,BULLISH_SINGULARITY,0.6,奇点看涨,-0.579691599,0.036211675,-0.489264801,0.9442892785149064,0.7198448100239001,True,,做空(反向),做空(反向),,继续持多,继续持空
2025/9/8 20:00,112097.31,112512.71,111896.0,112065.23,1127.08021,BULLISH_SINGULARITY,0.6,奇点看涨,-0.583688939,0.039569011,-0.489264801,0.8366734,0.6247981172101297,True,,做空(反向),做空(反向),,继续持多,继续持空
2025/9/9 0:00,112065.23,112104.41,111111.0,111708.0,2091.77038,BULLISH_SINGULARITY,0.6,奇点看涨,-0.588157018,0.044257435,-0.069364812,1.5571521161483448,0.2750012380802761,False,量能放大,做空(反向),被过滤-不执行,,继续持多,
2025/9/9 4:00,111708.01,113293.29,111624.12,112991.11,2906.5944,BULLISH_SINGULARITY,0.6,奇点看涨,-0.564660308,0.050152504,-0.069364812,2.1323127087582527,1.2891521649922688,False,量能放大,做空(反向),被过滤-不执行,,继续持多,
2025/9/9 8:00,112991.11,113176.51,112403.91,112433.59,1848.92022,BULLISH_SINGULARITY,0.6,奇点看涨,-0.551101864,0.061189191,-0.069364812,1.3061449409410406,0.7136570989633144,False,量能放大,做空(反向),被过滤-不执行,,继续持多,
