时间,信号类型,量能比率,价格vsEMA%,张力,DXY燃料,V8_Score,Singularity_Score,Opt_Action,Opt_Position,Opt_Reason,黄金信号
2025-08-21 12:00:00,BEARISH_SINGULARITY,1.018985291684699,-1.378795284,0.9120268408725936,-0.211566892,0.5200650465579598,0.4305306277534987,ACTION_SINGULARITY,中仓,奇点反转(观望),继续持多
2025-08-21 16:00:00,BEARISH_SINGULARITY,1.004445054882292,-1.723968917,0.8620255740514035,-0.211566892,0.3150744214703593,0.4540783885691001,ACTION_SINGULARITY,中仓,奇点反转(观望),继续持多
2025-08-21 20:00:00,BEARISH_SINGULARITY,0.463726493,-1.318867095,0.7364675051680669,-0.211566892,0.5643811100666666,0.3524086884669467,ACTION_NORMAL,标准仓,V7.0.5趋势,空平仓/ 开仓多
2025-08-22 00:00:00,BEARISH_SINGULARITY,0.6799056727198388,-0.853370545,0.5865217625946999,0.8976858148979668,0.6031092820057543,0.4275056148465226,ACTION_SINGULARITY,中仓,奇点反转(观望),继续持多
2025-08-22 04:00:00,BEARISH_SINGULARITY,0.692879247,-0.640994781,0.4762606350537448,0.8976858148979668,0.2100206411704132,0.3850807178903423,ACTION_NORMAL,标准仓,V7.0.5趋势,多平/反空
2025-08-22 08:00:00,BEARISH_SINGULARITY,0.8162433694198452,-1.197347783,0.4755127301481178,0.8976858148979668,0.4938363285796762,0.4487907119372066,ACTION_SINGULARITY,中仓,奇点反转(观望),继续持空
2025-08-22 16:00:00,BEARISH_SINGULARITY,1.4555707085402383,2.153816431827924,0.3753939233172562,0.8976858148979668,0.9940760944720318,0.5670356380618529,ACTION_V8_HIGH,重仓(警惕),V8突变(做空) + 低位赶底,继续持空
2025-08-22 20:00:00,BEARISH_SINGULARITY,0.7555224549369257,2.165741330382413,0.5752278625736287,0.8976858148979668,0.3952652816146423,0.5615250321950223,ACTION_SINGULARITY,中仓,奇点反转(反手做空),继续持空
2025-08-23 00:00:00,BEARISH_SINGULARITY,0.9649104102932008,0.8779068720239656,0.9268175501566248,0.8976858148979668,0.7949406767306344,0.5170187208995283,ACTION_V8_HIGH,重仓(警惕),V8突变(做空) + 低位赶底,多空仓/反手空
2025-08-23 04:00:00,BEARISH_SINGULARITY,0.8285408455879127,0.9754894283090476,1.2125810926356646,0.8976858148979668,0.2440606300409286,0.5748383807101586,ACTION_SINGULARITY,中仓,奇点反转(反手做空),继续持空
2025-08-23 08:00:00,BEARISH_SINGULARITY,0.4985644792101938,0.4962666393018118,1.4427621705787668,0.8976858148979668,0.5450438816673037,0.5509538929728742,ACTION_SINGULARITY,中仓,奇点反转(反手做空),继续持空
2025-08-23 12:00:00,BEARISH_SINGULARITY,1.1137451002913437,0.056896622,1.5877212929742175,0.8976858148979668,0.6681843553564184,0.5770207571271931,ACTION_SINGULARITY,中仓,奇点反转(反手做空),继续持空
2025-08-23 16:00:00,BEARISH_SINGULARITY,0.4162443582562181,0.3045139210257884,1.6046830697486965,0.8976858148979668,0.4793078972803899,0.5586747929156595,ACTION_SINGULARITY,中仓,奇点反转(反手做空),继续持空
2025-08-23 20:00:00,BEARISH_SINGULARITY,0.3946493228285967,0.5149647806521009,1.5274223807982203,0.8976858148979668,0.1889737404246209,0.5628280720596873,ACTION_SINGULARITY,中仓,奇点反转(反手做空),继续持空
2025-08-24 00:00:00,BEARISH_SINGULARITY,0.8169413274942211,0.1491620488708169,1.4171949325607345,0.8976858148979668,0.5918268762232048,0.5323551095451033,ACTION_SINGULARITY,中仓,奇点反转(反手做空),继续持空
2025-08-24 04:00:00,BEARISH_SINGULARITY,0.7001554125542437,0.018529324,1.280175098027036,0.8976858148979668,0.2444434669943324,0.4841021424886169,ACTION_SINGULARITY,中仓,奇点反转(反手做空),继续持空
2025-08-24 08:00:00,BEARISH_SINGULARITY,0.8964646670920398,-0.107674396,1.139269864959213,0.8976858148979668,0.3508582080248312,0.4779228867109053,ACTION_SINGULARITY,中仓,奇点反转(反手做空),继续持空
2025-08-24 12:00:00,BEARISH_SINGULARITY,1.051035614462017,-0.357685233,1.0192522022452877,0.8976858148979668,0.3685971800058762,0.4892251676927853,ACTION_SINGULARITY,中仓,奇点反转(反手做空),继续持空
2025-08-24 16:00:00,BEARISH_SINGULARITY,2.8962509888814183,-1.745305004,0.9794101648156004,0.8976858148979668,1.0,0.6499496963427135,ACTION_V8_HIGH,重仓(警惕),V8突变(做空) + 低位赶底,黄金/空平反多
2025-08-24 20:00:00,BEARISH_SINGULARITY,1.4380470235102416,-0.874404982,0.8821901327914369,0.8976858148979668,0.9271896141346988,0.5392854893052302,ACTION_V8_HIGH,重仓(警惕),V8突变(做空) + 低位赶底,继续持多
2025-08-25 00:00:00,BEARISH_SINGULARITY,0.8068319560739156,-1.248527212,0.8172971586939266,-0.758006309,0.5580021696351316,0.4937022118103797,ACTION_SINGULARITY,中仓,奇点反转(观望),继续持多
2025-08-25 04:00:00,BEARISH_SINGULARITY,1.3062239963449849,-2.24687112,0.8016967615958734,-0.758006309,0.9733351535126648,0.6237093258755071,ACTION_V8_HIGH,重仓(警惕),V8突变(做空) + 低位赶底,继续持多
2025-08-25 08:00:00,BEARISH_SINGULARITY,1.2492562543830392,-2.27353833,0.7620401801966074,-0.758006309,0.2060686275965639,0.6146468811315241,ACTION_SINGULARITY,中仓,奇点反转(反手做多),继续持多
2025-08-25 12:00:00,BEARISH_SINGULARITY,1.3624460161588137,-1.275083277,0.6609391580152648,-0.758006309,0.735250427024789,0.5021271555136406,ACTION_V8_HIGH,重仓(警惕),V8突变(做空) + 低位赶底,继续持多
2025-08-25 16:00:00,BEARISH_SINGULARITY,0.906471959,-2.341215677,0.6142846639661592,-0.758006309,0.8216667990296602,0.5690112262265652,ACTION_V8_HIGH,重仓(警惕),V8突变(做空) + 低位赶底,继续持多
2025-08-25 20:00:00,BEARISH_SINGULARITY,2.187672884390929,-2.607527253,0.5609428581367973,-0.758006309,0.633155788,0.6245425587273595,ACTION_SINGULARITY,中仓,奇点反转(反手做多),继续持多
2025-08-26 00:00:00,BEARISH_SINGULARITY,1.2993817374062877,-2.552022422,0.4846749760223121,0.026438211,0.4446296310794951,0.4440503287648816,ACTION_SINGULARITY,中仓,奇点反转(反手做多),继续持多
2025-08-26 04:00:00,BEARISH_SINGULARITY,0.5991984065493355,-1.973134149,0.3730260532710244,0.026438211,0.6693372573732446,0.3171528281908272,ACTION_NORMAL,标准仓,V7.0.5趋势,空平仓/反手多
2025-08-26 20:00:00,OSCILLATION,0.7255420339035564,-0.140363354,-0.126149885,0.026438211,0.7232515847232897,0.0929234235269037,ACTION_V8_HIGH,重仓,V8突变(做空),继续持多
2025-08-27 00:00:00,BULLISH_SINGULARITY,0.6392791728839068,-0.406122953,-0.377406648,-0.07650371,0.2894536428891207,0.1740129784255938,ACTION_NORMAL,标准仓,V7.0.5趋势,继续持多
2025-08-27 04:00:00,BULLISH_SINGULARITY,0.5261567965420816,-0.928786978,-0.488870085,-0.07650371,0.4376580603569057,0.2410305765694721,ACTION_NORMAL,标准仓,V7.0.5趋势,继续持多
2025-08-27 08:00:00,BULLISH_SINGULARITY,0.4662171027785079,-0.357262298,-0.435686124,-0.07650371,0.4162765194516912,0.1692453367852338,ACTION_NORMAL,标准仓,V7.0.5趋势,多平/反空
2025-08-27 20:00:00,OSCILLATION,0.7481286805715702,-0.419023243,0.1882723634003226,-0.07650371,0.430630963242876,0.1447327843515025,HOLD,空仓,观望,多平/反空
2025-08-28 00:00:00,BEARISH_SINGULARITY,0.3852799545579685,0.2184466446915304,0.425120726,0.5477121377377486,0.6611106698412177,0.2420965675205673,ACTION_NORMAL,标准仓,V7.0.5趋势,继续持空
2025-08-28 04:00:00,BEARISH_SINGULARITY,0.817583265,1.0983325850712489,0.5769941844199195,0.5477121377377486,0.8489540721898592,0.3892800739386585,ACTION_V8_HIGH,重仓,V8突变(做空),继续持空
2025-08-28 08:00:00,BEARISH_SINGULARITY,0.4750126080402641,0.8272914234575367,0.6100033265702685,0.5477121377377486,0.4502579941786975,0.3459397424100413,ACTION_NORMAL,标准仓,V7.0.5趋势,多空仓/反手空
2025-08-28 12:00:00,BEARISH_SINGULARITY,1.0509701468803228,0.5618162214638037,0.6199666327898934,0.5477121377377486,0.5728669539142428,0.3597820527105969,ACTION_NORMAL,标准仓,V7.0.5趋势,空平/反多
2025-08-28 16:00:00,BEARISH_SINGULARITY,0.6411084836338397,-0.119246289,0.5885869345919705,0.5477121377377486,0.6600028557392887,0.2819250089415331,ACTION_NORMAL,标准仓,V7.0.5趋势,多平/反空
2025-08-28 20:00:00,BEARISH_SINGULARITY,0.4135199790094058,0.4293871849204796,0.5175099800723081,0.5477121377377486,0.5424480481537055,0.2835511406546863,ACTION_NORMAL,标准仓,V7.0.5趋势,空平/反多
2025-08-29 16:00:00,OSCILLATION,0.9544664611055004,-2.575736121,-0.375919005,-0.345763967,0.9272621948140668,0.4655413039070333,ACTION_V8_HIGH,重仓(警惕),V8突变(做空) + 低位赶底,黄金/空平反多
2025-08-29 20:00:00,BULLISH_SINGULARITY,1.1358943829325332,-2.200793571,-0.519345795,-0.345763967,0.4529737055952779,0.4688276016955022,ACTION_SINGULARITY,中仓,奇点反转(反手做多),平空/反手多
2025-08-30 00:00:00,BULLISH_SINGULARITY,1.2300505987398176,-1.947169635,-0.620997869,-0.345763967,0.3405537341740818,0.4700727039493211,ACTION_SINGULARITY,中仓,奇点反转(观望),继续持多
2025-08-30 04:00:00,BULLISH_SINGULARITY,1.1437571543846348,-1.69269138,-0.677178801,-0.345763967,0.3218327129455925,0.4501081685589757,ACTION_SINGULARITY,中仓,奇点反转(观望),继续持多
2025-08-30 08:00:00,BULLISH_SINGULARITY,0.5385779558990268,-1.405910065,-0.669621958,-0.345763967,0.5152010516198703,0.3795733885599351,ACTION_NORMAL,标准仓,V7.0.5趋势,继续持多
2025-08-30 12:00:00,BULLISH_SINGULARITY,0.5885642363758226,-1.117399902,-0.667535753,-0.345763967,0.2784172715296129,0.3536375499583882,ACTION_NORMAL,标准仓,V7.0.5趋势,继续持多
2025-08-30 16:00:00,BULLISH_SINGULARITY,0.2634861872117263,-1.046358472,-0.6745287,-0.345763967,0.3706522066282301,0.3262601264141151,ACTION_NORMAL,标准仓,V7.0.5趋势,继续持多
2025-08-30 20:00:00,BULLISH_SINGULARITY,0.3177352509579297,-0.95754146,-0.690023379,-0.345763967,0.2103069617001431,0.324093965263862,ACTION_NORMAL,标准仓,V7.0.5趋势,继续持多
2025-08-31 00:00:00,BULLISH_SINGULARITY,0.7206988869860957,-0.531060768,-0.674153464,-0.345763967,0.6093335309314794,0.3051361554657397,ACTION_NORMAL,标准仓,V7.0.5趋势,继续持多
2025-08-31 04:00:00,BULLISH_SINGULARITY,0.4974993314729847,-0.906162635,-0.664589578,-0.345763967,0.4397034369267099,0.325853594598199,ACTION_NORMAL,标准仓,V7.0.5趋势,继续持多
2025-08-31 08:00:00,BULLISH_SINGULARITY,0.6668434354753796,-1.083776921,-0.537035293,-0.345763967,0.3819539707872644,0.329393773131692,ACTION_NORMAL,标准仓,V7.0.5趋势,继续持多
2025-08-31 12:00:00,BULLISH_SINGULARITY,1.0244078469761382,-0.626812972,-0.361532149,-0.345763967,0.6650696874301518,0.2724343768650759,HOLD,空仓,观望,继续持多
2025-08-31 16:00:00,OSCILLATION,0.5190840144753737,-0.475386802,-0.223513464,-0.345763967,0.4408945885979177,0.1959997673650249,HOLD,空仓,观望,继续持多
2025-08-31 20:00:00,OSCILLATION,0.5647501203015255,-0.996289195,-0.145518828,-0.345763967,0.388535853815245,0.2355354865201017,HOLD,空仓,观望,继续持多
2025-09-01 12:00:00,OSCILLATION,0.9466299085628728,-0.312098242,-0.334250039,-0.345763967,0.7683127976417163,0.2303212859708582,ACTION_V8_HIGH,重仓,V8突变(做空),继续持多
2025-09-01 16:00:00,OSCILLATION,0.6667709059605984,0.076879398,-0.405472376,-0.345763967,0.4607739192206999,0.2023866021307065,HOLD,空仓,观望,继续持多
2025-09-01 20:00:00,OSCILLATION,1.4388743514287827,0.085948177,-0.473714232,-0.345763967,0.4963843030238377,0.2684154142619189,HOLD,空仓,观望,继续持多
2025-09-02 00:00:00,BULLISH_SINGULARITY,1.4923277651309663,0.9759865503915492,-0.504395381,-0.43090088,0.6662859016071676,0.3841464249145527,HOLD,空仓,观望,多平/反空
2025-09-02 04:00:00,BULLISH_SINGULARITY,0.9440195664875176,0.8092562497844566,-0.52071396,-0.43090088,0.4296852724072467,0.3341832307442802,ACTION_NORMAL,标准仓,V7.0.5趋势,多平/反空
2025-09-02 08:00:00,BULLISH_SINGULARITY,1.2131705730985065,0.3178941570357698,-0.464000571,-0.43090088,0.5785041320947775,0.291647744110144,HOLD,空仓,观望,继续持空
2025-09-02 20:00:00,OSCILLATION,0.692369452,1.3141115415745417,-0.038003586,-0.43090088,0.8479981868346892,0.2713500108241208,ACTION_V8_HIGH,重仓,V8突变(做空),继续持空
2025-09-03 00:00:00,OSCILLATION,0.9613212279414344,1.0345605332022083,0.1075443643192074,0.5278052750243878,0.501022415182125,0.2946140630517021,HOLD,空仓,观望,继续持空
2025-09-03 04:00:00,OSCILLATION,0.6434622572335598,0.9727909200673256,0.244915276,0.5278052750243878,0.3150685925055716,0.2947206860271808,HOLD,空仓,观望,继续持空
2025-09-03 12:00:00,BEARISH_SINGULARITY,1.420357788248189,1.6881099113734306,0.4126614456767331,0.5278052750243878,0.8470405340861443,0.4515948544941131,ACTION_V8_HIGH,重仓(警惕),V8突变(做空) + 低位赶底,继续持空
2025-09-03 16:00:00,BEARISH_SINGULARITY,0.7774210970317674,1.5011865554574395,0.4229221088423481,0.5278052750243878,0.4687127828524119,0.3920922054545423,ACTION_NORMAL,标准仓,V7.0.5趋势,继续持空
2025-09-03 20:00:00,BEARISH_SINGULARITY,0.3881492455163882,0.9577805898184903,0.4916138912599515,0.5278052750243878,0.6234562155549931,0.3255385086064761,ACTION_NORMAL,标准仓,V7.0.5趋势,继续持空
2025-09-04 00:00:00,BEARISH_SINGULARITY,0.6046358005979585,0.4111341300250389,0.6135450319471839,-0.348597697,0.6539413366431202,0.2738510121651379,ACTION_NORMAL,标准仓,V7.0.5趋势,空平/反多
2025-09-04 04:00:00,BEARISH_SINGULARITY,0.9153657794991216,-0.188445652,0.7725714818745884,-0.348597697,0.7218386616124024,0.3041027862748591,ACTION_V8_HIGH,重仓,V8突变(做空),继续持多
2025-09-04 08:00:00,BEARISH_SINGULARITY,0.5195106195374984,0.1128722876514683,0.9156161548144712,-0.348597697,0.4794004796621282,0.298764040430541,ACTION_NORMAL,标准仓,V7.0.5趋势,继续持多
2025-09-04 12:00:00,BEARISH_SINGULARITY,1.2658511858862884,-0.96124172,0.9709678580906872,-0.348597697,0.968780158118172,0.4444273620772233,ACTION_V8_HIGH,重仓(警惕),V8突变(做空) + 低位赶底,继续持多
2025-09-04 16:00:00,BEARISH_SINGULARITY,0.8978365284025687,-0.633086677,1.0023477315365754,-0.348597697,0.4582240924949065,0.3933535219674864,ACTION_NORMAL,标准仓,V7.0.5趋势,多平/反空
2025-09-04 20:00:00,BEARISH_SINGULARITY,0.8463131209436908,0.1893670105250857,0.9577506340761792,-0.348597697,0.5585003004394163,0.3366272419973238,ACTION_NORMAL,标准仓,V7.0.5趋势,空平/反多
2025-09-05 00:00:00,BEARISH_SINGULARITY,0.7062758632570026,0.646433585,0.8178938861902962,0.7188476720878467,0.4219838607558651,0.4190767277060954,ACTION_SINGULARITY,中仓,奇点反转(观望),多平/反空
2025-09-05 04:00:00,BEARISH_SINGULARITY,1.461637902800368,1.924685590872036,0.6150884416309799,0.7188476720878467,0.9948850537067158,0.5566983086843268,ACTION_V8_HIGH,重仓(警惕),V8突变(做空) + 低位赶底,继续持空
2025-09-05 08:00:00,OSCILLATION,0.8430118824648704,1.2496261815658796,0.4045588393517467,0.7188476720878467,0.7038762718602909,0.4058447126088313,ACTION_V8_HIGH,重仓(警惕),V8突变(做空) + 低位赶底,继续持空
2025-09-05 12:00:00,OSCILLATION,3.613217884009143,-0.204289472,0.3206184238860197,0.7188476720878467,1.0,0.3283221663947733,ACTION_V8_HIGH,重仓,V8突变(做空),继续持空
2025-09-05 16:00:00,OSCILLATION,0.8028808952378277,0.5469567570060887,0.387234569,0.7188476720878467,0.7826739005347547,0.3294375169340334,ACTION_V8_HIGH,重仓,V8突变(做空),继续持空
2025-09-05 20:00:00,OSCILLATION,1.0098942366255668,-0.283221547,0.44791101,0.7188476720878467,0.7044446193584953,0.3290001735592738,ACTION_V8_HIGH,重仓,V8突变(做空),继续持空
2025-09-06 04:00:00,BEARISH_SINGULARITY,0.2924329479686491,-0.129613788,0.6753725573005069,0.7188476720878467,0.4157949392291532,0.3113009545422473,ACTION_NORMAL,标准仓,V7.0.5趋势,空平/反多
2025-09-06 08:00:00,BEARISH_SINGULARITY,0.2739010339112355,-0.153641666,0.7691169237974358,0.7188476720878467,0.0865569758191444,0.3312171547044722,ACTION_NORMAL,标准仓,V7.0.5趋势,继续持多
2025-09-06 12:00:00,BEARISH_SINGULARITY,0.3959197004013461,-0.462865039,0.7987782100722204,0.7188476720878467,0.4746916828412288,0.3762063270254365,ACTION_NORMAL,标准仓,V7.0.5趋势,继续持多
2025-09-06 16:00:00,BEARISH_SINGULARITY,0.6235897639813041,-0.70137363,0.7653844551175243,0.7188476720878467,0.5023995973641738,0.4085564393731611,ACTION_SINGULARITY,中仓,奇点反转(观望),继续持多
2025-09-06 20:00:00,BEARISH_SINGULARITY,0.293819385,-0.512743448,0.6608895870753241,0.7188476720878467,0.4334910089999999,0.3468097556326341,ACTION_NORMAL,标准仓,V7.0.5趋势,继续持多
2025-09-07 00:00:00,BEARISH_SINGULARITY,0.4663016649251086,-0.103523169,0.4664956719057319,0.7188476720878467,0.5667836948233478,0.2785077633603896,ACTION_NORMAL,标准仓,V7.0.5趋势,继续持多
2025-09-07 12:00:00,OSCILLATION,0.4307621167242868,0.4351625538272183,-0.288604153,0.7188476720878467,0.3725072822903372,0.2737240948485769,HOLD,空仓,观望,继续持多
2025-09-07 16:00:00,OSCILLATION,0.4876118254795937,0.3364638017806783,-0.466289822,0.7188476720878467,0.1935491167138524,0.30318133402761,HOLD,空仓,观望,继续持多
2025-09-07 20:00:00,BULLISH_SINGULARITY,0.4768444713210623,0.2043015985945931,-0.570164875,0.7188476720878467,0.1429094534807375,0.3100223006984328,ACTION_NORMAL,标准仓,V7.0.5趋势,继续持多
2025-09-08 00:00:00,BULLISH_SINGULARITY,0.9462725283319072,0.1153033597798491,-0.594495652,-0.489264801,0.4706687898516263,0.2913672618001121,ACTION_NORMAL,标准仓,V7.0.5趋势,继续持多
2025-09-08 04:00:00,BULLISH_SINGULARITY,0.7535990928123307,0.2904316180976915,-0.516491429,-0.489264801,0.3102118381338015,0.2804343473305912,ACTION_NORMAL,标准仓,V7.0.5趋势,继续持多
2025-09-08 08:00:00,BULLISH_SINGULARITY,1.4982310762518352,0.891462029,-0.499950993,-0.489264801,0.800279348951399,0.3868714334501223,ACTION_V8_HIGH,重仓,V8突变(做空),继续持多
2025-09-08 12:00:00,BULLISH_SINGULARITY,1.681659998679231,1.2767817086824036,-0.52264909,-0.489264801,0.4661180367781996,0.4300609490682403,ACTION_SINGULARITY,中仓,奇点反转(观望),继续持多
2025-09-08 16:00:00,BULLISH_SINGULARITY,0.9442892785149064,0.7198448100239001,-0.579691599,-0.489264801,0.6674604176980392,0.3487283795700504,ACTION_NORMAL,标准仓,V7.0.5趋势,继续持多
2025-09-08 20:00:00,BULLISH_SINGULARITY,0.8366734,0.6247981172101297,-0.583688939,-0.489264801,0.2274587685351338,0.3328487863876796,ACTION_NORMAL,标准仓,V7.0.5趋势,继续持多
2025-09-09 00:00:00,BULLISH_SINGULARITY,1.5571521161483448,0.2750012380802761,-0.588157018,-0.069364812,0.6748984395649268,0.2590044898080276,HOLD,空仓,观望,继续持多
2025-09-09 04:00:00,BULLISH_SINGULARITY,2.1323127087582527,1.2891521649922688,-0.564660308,-0.069364812,0.9216201949617802,0.3557202404992269,ACTION_V8_HIGH,重仓,V8突变(做空),继续持多
2025-09-09 08:00:00,BULLISH_SINGULARITY,1.3061449409410406,0.7136570989633144,-0.551101864,-0.069364812,0.6943710947160664,0.2825353744924008,HOLD,空仓,观望,继续持多
2025-09-09 12:00:00,BULLISH_SINGULARITY,2.888088006725402,-0.61319793,-0.492662818,-0.069364812,1.0,0.273725319,ACTION_V8_HIGH,重仓,V8突变(做空),继续持多
2025-09-09 16:00:00,BULLISH_SINGULARITY,1.2558857555327798,-0.213612699,-0.382301168,-0.069364812,0.6672440495710373,0.1954201829355186,HOLD,空仓,观望,继续持多
2025-09-11 04:00:00,OSCILLATION,0.8137197408781234,1.3123113003164404,-0.062333138,0.1110023207821342,0.8197409832587814,0.2201462045132791,ACTION_V8_HIGH,重仓,V8突变(做空),继续持多
2025-09-11 08:00:00,OSCILLATION,0.6323459420062114,1.11884738,0.00857843,0.1110023207821342,0.3147815586702209,0.1779572842901742,HOLD,空仓,观望,多平/反空
2025-09-12 20:00:00,OSCILLATION,0.8438159030817044,1.5105457756564442,-0.452534358,-0.226761445,0.5090107735403454,0.3431681317044247,HOLD,空仓,观望,继续持空
2025-09-13 00:00:00,BULLISH_SINGULARITY,0.89242691,1.3075581814193478,-0.571423693,-0.226761445,0.2550491791364035,0.3498879730752681,ACTION_NORMAL,标准仓,V7.0.5趋势,黄金/多平反空
2025-09-13 04:00:00,BULLISH_SINGULARITY,0.4262905693784213,1.040956077661537,-0.642571742,-0.226761445,0.4901397944626949,0.3063816164580484,ACTION_NORMAL,标准仓,V7.0.5趋势,继续持空
2025-09-13 08:00:00,BULLISH_SINGULARITY,0.4975662848722725,1.0948405696898211,-0.673801528,-0.226761445,0.1936043220345707,0.3227677372271336,ACTION_NORMAL,标准仓,V7.0.5趋势,继续持空
2025-09-13 12:00:00,BULLISH_SINGULARITY,0.568754823,0.8278289780013954,-0.662722397,-0.226761445,0.2951838580982235,0.2985966544001395,ACTION_NORMAL,标准仓,V7.0.5趋势,继续持空
2025-09-13 16:00:00,BULLISH_SINGULARITY,0.6722445669006868,0.7707728434888934,-0.548883544,-0.226761445,0.2273357439373276,0.2770225866089351,ACTION_NORMAL,标准仓,V7.0.5趋势,继续持空
2025-09-13 20:00:00,BULLISH_SINGULARITY,0.3671873554312763,0.7921088211607067,-0.396073201,-0.226761445,0.3318997222614638,0.2282569683448224,ACTION_NORMAL,标准仓,V7.0.5趋势,继续持空
2025-09-17 08:00:00,OSCILLATION,0.925528475,0.3241969582681166,-0.13201881,-0.365463034,0.6573597281129617,0.193617962960145,HOLD,空仓,观望,继续持空
2025-09-18 16:00:00,LOW_OSCILLATION,0.8361055147219159,0.8294793318271914,-0.744095242,-0.394625161,0.4220928841975693,0.3664323814308469,ACTION_NORMAL,标准仓,V7.0.5趋势,继续持空
2025-09-18 20:00:00,BULLISH_SINGULARITY,0.6529802063964203,0.4576834170294723,-0.92558794,-0.394625161,0.4043750459024868,0.3533429756627085,ACTION_NORMAL,标准仓,V7.0.5趋势,继续持空
2025-09-19 00:00:00,BULLISH_SINGULARITY,0.6380706630574847,0.3394821755861466,-1.029625249,0.3133477898420416,0.1578765516601291,0.3450808695308553,ACTION_NORMAL,标准仓,V7.0.5趋势,继续持空
2025-09-19 04:00:00,BULLISH_SINGULARITY,0.7289035824244772,0.254611871,-1.032276495,0.3133477898420416,0.2250356446600245,0.3431796162300402,ACTION_NORMAL,标准仓,V7.0.5趋势,空平/反多
2025-09-19 08:00:00,BULLISH_SINGULARITY,0.5842007910564682,-0.169432413,-1.013481732,0.3133477898420416,0.4090282822872219,0.3212558650721728,ACTION_NORMAL,标准仓,V7.0.5趋势,继续持多
2025-09-19 12:00:00,BULLISH_SINGULARITY,1.2265204390978877,-0.549912164,-0.910434495,0.3133477898420416,0.653775934046385,0.3815157026416008,HOLD,空仓,观望,继续持多
2025-09-19 16:00:00,BULLISH_SINGULARITY,0.6513305603654788,-1.088043213,-0.772570866,0.3133477898420416,0.6372860167933043,0.3694100898261069,ACTION_NORMAL,标准仓,V7.0.5趋势,继续持多
2025-09-19 20:00:00,BULLISH_SINGULARITY,0.3905267074593596,-0.590471536,-0.580003196,0.3133477898420416,0.5411062881926925,0.2637524645990323,ACTION_NORMAL,标准仓,V7.0.5趋势,继续持多
2025-09-20 00:00:00,BULLISH_SINGULARITY,0.3643659414484349,-0.680472386,-0.474755233,0.3133477898420416,0.1337756008524418,0.2499589059316373,ACTION_NORMAL,标准仓,V7.0.5趋势,继续持多
2025-09-20 04:00:00,BULLISH_SINGULARITY,0.3906684285135758,-0.208180447,-0.420528467,0.3133477898420416,0.3315472979945693,0.1936378579693134,ACTION_NORMAL,标准仓,V7.0.5趋势,继续持多
2025-09-20 08:00:00,BULLISH_SINGULARITY,0.4172236173545329,-0.246419945,-0.521042231,0.3133477898420416,0.1155338004382125,0.2193349064920438,ACTION_NORMAL,标准仓,V7.0.5趋势,继续持多
2025-09-20 12:00:00,BULLISH_SINGULARITY,0.4602568676654739,-0.150839121,-0.677411422,0.3133477898420416,0.1710431540457318,0.2439195456461066,ACTION_NORMAL,标准仓,V7.0.5趋势,继续持多
2025-09-20 16:00:00,BULLISH_SINGULARITY,0.50446407,-0.358347968,-0.861647236,0.3133477898420416,0.2286456870532004,0.3044647399684083,ACTION_NORMAL,标准仓,V7.0.5趋势,继续持多
